chr	start	end	strand	coverage	numCs	numTs
NC_041728.1	5250001	5300000	*	323	233	90
NC_041728.1	5300001	5350000	*	494	393	101
NC_041728.1	5350001	5400000	*	140	111	29
NC_041728.1	5400001	5450000	*	351	273	78
NC_041728.1	5450001	5500000	*	518	453	65
NC_041728.1	5500001	5550000	*	212	172	40
NC_041728.1	5550001	5600000	*	117	76	41
NC_041728.1	5600001	5650000	*	203	145	58
NC_041728.1	5650001	5700000	*	402	301	101
NC_041728.1	5700001	5750000	*	266	229	37
NC_041728.1	5750001	5800000	*	327	295	32
NC_041728.1	5800001	5850000	*	200	185	15
NC_041728.1	5850001	5900000	*	21	15	6
NC_041728.1	5900001	5950000	*	207	149	58
NC_041728.1	5950001	6000000	*	3221	1014	2207
NC_041728.1	6000001	6050000	*	89	83	6
NC_041728.1	6050001	6100000	*	25	23	2
NC_041728.1	6100001	6150000	*	49	37	12
NC_041728.1	6150001	6200000	*	165	136	29
NC_041728.1	6200001	6250000	*	26	21	5
NC_041728.1	6250001	6300000	*	935	292	643
NC_041728.1	6300001	6350000	*	22	21	1
NC_041728.1	6350001	6400000	*	20	16	4
NC_041728.1	6400001	6450000	*	554	163	391
NC_041728.1	6450001	6500000	*	709	357	352
NC_041728.1	6500001	6550000	*	1744	924	820
NC_041728.1	6550001	6600000	*	793	547	246
NC_041728.1	6600001	6650000	*	104	89	15
NC_041728.1	6650001	6700000	*	10	10	0
NC_041728.1	6700001	6750000	*	2012	564	1448
NC_041728.1	6750001	6800000	*	82	57	25
NC_041728.1	6800001	6850000	*	24	21	3
NC_041728.1	6850001	6900000	*	277	116	161
NC_041728.1	6900001	6950000	*	86	63	23
NC_041728.1	6950001	7000000	*	45	41	4
NC_041728.1	7000001	7050000	*	199	190	9
NC_041728.1	7050001	7100000	*	129	101	28
NC_041728.1	7100001	7150000	*	122	101	21
NC_041728.1	7150001	7200000	*	147	133	14
NC_041728.1	7200001	7250000	*	396	258	138
NC_041728.1	7250001	7300000	*	2416	511	1905
NC_041728.1	7300001	7350000	*	2498	622	1876
NC_041728.1	7350001	7400000	*	1243	279	964
NC_041728.1	7400001	7450000	*	549	525	24
NC_041728.1	7450001	7500000	*	2514	2269	245
NC_041728.1	7500001	7550000	*	171	167	4
NC_041728.1	7550001	7600000	*	402	314	88
NC_041728.1	7600001	7650000	*	1650	565	1085
NC_041728.1	7650001	7700000	*	1195	925	270
NC_041728.1	7700001	7750000	*	2162	948	1214
NC_041728.1	7750001	7800000	*	855	729	126
NC_041728.1	7800001	7850000	*	640	568	72
NC_041728.1	7850001	7900000	*	11	11	0
NC_041728.1	7900001	7950000	*	221	201	20
NC_041728.1	7950001	8000000	*	311	271	40
NC_041728.1	8000001	8050000	*	117	108	9
NC_041728.1	8050001	8100000	*	159	137	22
NC_041728.1	8100001	8150000	*	127	111	16
NC_041728.1	8150001	8200000	*	986	305	681
NC_041728.1	8200001	8250000	*	63	60	3
NC_041728.1	8250001	8300000	*	144	105	39
NC_041728.1	8300001	8350000	*	394	374	20
NC_041728.1	8350001	8400000	*	447	404	43
NC_041728.1	8400001	8450000	*	3264	1201	2063
NC_041728.1	8450001	8500000	*	546	465	81
NC_041728.1	8500001	8550000	*	92	81	11
NC_041728.1	8550001	8600000	*	25	24	1
NC_041728.1	8600001	8650000	*	106	95	11
NC_041728.1	8650001	8700000	*	409	338	71
NC_041728.1	8700001	8750000	*	95	84	11
NC_041728.1	8750001	8800000	*	98	68	30
NC_041728.1	8800001	8850000	*	195	159	36
NC_041728.1	8850001	8900000	*	461	306	155
NC_041728.1	8950001	9000000	*	112	88	24
NC_041728.1	9000001	9050000	*	631	543	88
NC_041728.1	9050001	9100000	*	427	382	45
NC_041728.1	9100001	9150000	*	1522	363	1159
NC_041728.1	9150001	9200000	*	149	143	6
NC_041728.1	9200001	9250000	*	2449	2058	391
NC_041728.1	9250001	9300000	*	134	109	25
NC_041728.1	9300001	9350000	*	32	30	2
NC_041728.1	9350001	9400000	*	100	57	43
NC_041728.1	9400001	9450000	*	13	12	1
NC_041728.1	9450001	9500000	*	285	208	77
NC_041728.1	9500001	9550000	*	331	250	81
NC_041728.1	9550001	9600000	*	315	291	24
NC_041728.1	9600001	9650000	*	283	182	101
NC_041728.1	9650001	9700000	*	179	155	24
NC_041728.1	9700001	9750000	*	184	159	25
NC_041728.1	9750001	9800000	*	146	126	20
NC_041728.1	9800001	9850000	*	278	240	38
NC_041728.1	9850001	9900000	*	1027	338	689
NC_041728.1	9900001	9950000	*	444	248	196
NC_041728.1	9950001	10000000	*	545	487	58
NC_041728.1	10000001	10050000	*	350	301	49
NC_041728.1	10050001	10100000	*	1343	429	914
NC_041728.1	10100001	10150000	*	139	128	11
NC_041728.1	10150001	10200000	*	504	288	216
NC_041728.1	10200001	10250000	*	94	65	29
NC_041728.1	10250001	10300000	*	143	129	14
NC_041728.1	10300001	10350000	*	347	160	187
NC_041728.1	10350001	10400000	*	1923	543	1380
NC_041728.1	10400001	10450000	*	483	359	124
NC_041728.1	10450001	10500000	*	114	104	10
NC_041728.1	10500001	10550000	*	492	225	267
NC_041728.1	10550001	10600000	*	71	37	34
NC_041728.1	10600001	10650000	*	22	22	0
NC_041728.1	10650001	10700000	*	83	44	39
NC_041728.1	10700001	10750000	*	1481	358	1123
NC_041728.1	10750001	10800000	*	188	155	33
NC_041728.1	10800001	10850000	*	353	294	59
NC_041728.1	10850001	10900000	*	875	397	478
NC_041728.1	10900001	10950000	*	1040	151	889
NC_041728.1	10950001	11000000	*	119	112	7
NC_041728.1	11000001	11050000	*	2124	693	1431
NC_041728.1	11050001	11100000	*	904	169	735
NC_041728.1	11100001	11150000	*	117	109	8
NC_041728.1	11150001	11200000	*	73	64	9
NC_041728.1	11200001	11250000	*	210	103	107
NC_041728.1	11400001	11450000	*	36	28	8
NC_041728.1	11500001	11550000	*	69	32	37
NC_041728.1	11550001	11600000	*	51	37	14
NC_041728.1	11600001	11650000	*	218	168	50
NC_041728.1	11650001	11700000	*	63	61	2
NC_041728.1	11700001	11750000	*	942	317	625
NC_041728.1	11800001	11850000	*	34	34	0
NC_041728.1	11850001	11900000	*	14	12	2
NC_041728.1	12000001	12050000	*	47	44	3
NC_041728.1	12050001	12100000	*	391	208	183
NC_041728.1	12100001	12150000	*	60	58	2
NC_041728.1	12200001	12250000	*	38	34	4
NC_041728.1	12300001	12350000	*	21	21	0
NC_041728.1	12350001	12400000	*	193	105	88
NC_041728.1	12400001	12450000	*	2831	590	2241
NC_041728.1	12450001	12500000	*	4173	1200	2973
NC_041728.1	12550001	12600000	*	86	66	20
NC_041728.1	12600001	12650000	*	90	79	11
NC_041728.1	13050001	13100000	*	10	10	0
NC_041728.1	13100001	13150000	*	11	0	11
NC_041728.1	13150001	13200000	*	29	22	7
NC_041728.1	13200001	13250000	*	35	24	11
NC_041728.1	13250001	13300000	*	56	37	19
NC_041728.1	13300001	13350000	*	47	23	24
NC_041728.1	13350001	13400000	*	75	66	9
NC_041728.1	13550001	13600000	*	86	65	21
NC_041728.1	13800001	13850000	*	26	24	2
NC_041728.1	13900001	13950000	*	133	103	30
NC_041728.1	13950001	14000000	*	623	142	481
NC_041728.1	14050001	14100000	*	95	84	11
NC_041728.1	14100001	14150000	*	175	155	20
NC_041728.1	14150001	14200000	*	92	78	14
NC_041728.1	14250001	14300000	*	30	13	17
NC_041728.1	14300001	14350000	*	21	12	9
NC_041728.1	14350001	14400000	*	37	34	3
NC_041728.1	14400001	14450000	*	143	95	48
NC_041728.1	14450001	14500000	*	25	16	9
NC_041728.1	14550001	14600000	*	2110	375	1735
NC_041728.1	14600001	14650000	*	1589	627	962
NC_041728.1	14650001	14700000	*	112	17	95
NC_041728.1	14700001	14750000	*	218	193	25
NC_041728.1	14800001	14850000	*	38	34	4
NC_041728.1	15050001	15100000	*	10	10	0
NC_041728.1	15100001	15150000	*	83	73	10
NC_041728.1	15150001	15200000	*	24	20	4
NC_041728.1	15450001	15500000	*	76	60	16
NC_041728.1	15550001	15600000	*	44	38	6
NC_041728.1	15650001	15700000	*	64	47	17
NC_041728.1	15750001	15800000	*	1004	220	784
NC_041728.1	15900001	15950000	*	149	112	37
NC_041728.1	15950001	16000000	*	2721	564	2157
NC_041728.1	16000001	16050000	*	882	179	703
NC_041728.1	16200001	16250000	*	115	93	22
NC_041728.1	16250001	16300000	*	451	131	320
NC_041728.1	16300001	16350000	*	31	30	1
NC_041728.1	16350001	16400000	*	340	137	203
NC_041728.1	16400001	16450000	*	57	47	10
NC_041728.1	16550001	16600000	*	44	34	10
NC_041728.1	16600001	16650000	*	23	21	2
NC_041728.1	16650001	16700000	*	10	10	0
NC_041728.1	16700001	16750000	*	31	26	5
NC_041728.1	16750001	16800000	*	123	72	51
NC_041728.1	16800001	16850000	*	695	308	387
NC_041728.1	16850001	16900000	*	36	35	1
NC_041728.1	16900001	16950000	*	3051	594	2457
NC_041728.1	17000001	17050000	*	94	72	22
NC_041728.1	17050001	17100000	*	36	29	7
NC_041728.1	17200001	17250000	*	52	39	13
NC_041728.1	17250001	17300000	*	652	127	525
NC_041728.1	17300001	17350000	*	127	88	39
NC_041728.1	17350001	17400000	*	107	89	18
NC_041728.1	17450001	17500000	*	127	111	16
NC_041728.1	17600001	17650000	*	27	23	4
NC_041728.1	17650001	17700000	*	47	40	7
NC_041728.1	17700001	17750000	*	103	95	8
NC_041728.1	17750001	17800000	*	99	74	25
NC_041728.1	17800001	17850000	*	60	57	3
NC_041728.1	17850001	17900000	*	30	22	8
NC_041728.1	17900001	17950000	*	71	55	16
NC_041728.1	17950001	18000000	*	57	50	7
NC_041728.1	18000001	18050000	*	45	31	14
NC_041728.1	18050001	18100000	*	12	12	0
NC_041728.1	18100001	18150000	*	71	61	10
NC_041728.1	18150001	18200000	*	43	31	12
NC_041728.1	18200001	18250000	*	49	47	2
NC_041728.1	18250001	18300000	*	54	50	4
NC_041728.1	18300001	18350000	*	54	47	7
NC_041728.1	18350001	18400000	*	57	43	14
NC_041728.1	18400001	18450000	*	10	7	3
NC_041728.1	18450001	18500000	*	53	47	6
NC_041728.1	18500001	18550000	*	59	48	11
NC_041728.1	18550001	18600000	*	875	183	692
NC_041728.1	18650001	18700000	*	47	35	12
NC_041728.1	18700001	18750000	*	51	39	12
NC_041728.1	18750001	18800000	*	95	58	37
NC_041728.1	18800001	18850000	*	11	5	6
NC_041728.1	18900001	18950000	*	56	50	6
NC_041728.1	18950001	19000000	*	23	19	4
NC_041728.1	19000001	19050000	*	619	177	442
NC_041728.1	19100001	19150000	*	138	91	47
NC_041728.1	19150001	19200000	*	12	12	0
NC_041728.1	19200001	19250000	*	2970	590	2380
NC_041728.1	19250001	19300000	*	154	148	6
NC_041728.1	19300001	19350000	*	33	31	2
NC_041728.1	19400001	19450000	*	10	10	0
NC_041728.1	19450001	19500000	*	23	22	1
NC_041728.1	19500001	19550000	*	650	422	228
NC_041728.1	19550001	19600000	*	72	44	28
NC_041728.1	19650001	19700000	*	42	41	1
NC_041728.1	19700001	19750000	*	24	16	8
NC_041728.1	19750001	19800000	*	21	13	8
NC_041728.1	19800001	19850000	*	11	11	0
NC_041728.1	19850001	19900000	*	172	87	85
NC_041728.1	20000001	20050000	*	31	13	18
NC_041728.1	20050001	20100000	*	174	147	27
NC_041728.1	20100001	20150000	*	94	93	1
NC_041728.1	20150001	20200000	*	11	11	0
NC_041728.1	20200001	20250000	*	24	22	2
NC_041728.1	20250001	20300000	*	431	108	323
NC_041728.1	20350001	20400000	*	771	409	362
NC_041728.1	20450001	20500000	*	325	104	221
NC_041728.1	20600001	20650000	*	154	149	5
NC_041728.1	20650001	20700000	*	40	17	23
NC_041728.1	20700001	20750000	*	23	23	0
NC_041728.1	20800001	20850000	*	785	182	603
NC_041728.1	20850001	20900000	*	198	63	135
NC_041728.1	20900001	20950000	*	108	99	9
NC_041728.1	20950001	21000000	*	22	20	2
NC_041728.1	21000001	21050000	*	31	27	4
NC_041728.1	21100001	21150000	*	651	199	452
NC_041728.1	21200001	21250000	*	23	23	0
NC_041728.1	21250001	21300000	*	743	143	600
NC_041728.1	21300001	21350000	*	537	232	305
NC_041728.1	21350001	21400000	*	193	59	134
NC_041728.1	21400001	21450000	*	665	135	530
NC_041728.1	21450001	21500000	*	1464	452	1012
NC_041728.1	21500001	21550000	*	1140	383	757
NC_041728.1	21550001	21600000	*	197	53	144
NC_041728.1	21600001	21650000	*	1761	347	1414
NC_041728.1	21650001	21700000	*	33	27	6
NC_041728.1	21700001	21750000	*	760	168	592
NC_041728.1	21750001	21800000	*	338	111	227
NC_041728.1	21800001	21850000	*	22	22	0
NC_041728.1	21850001	21900000	*	303	195	108
NC_041728.1	21900001	21950000	*	68	60	8
NC_041728.1	21950001	22000000	*	419	171	248
NC_041728.1	22000001	22050000	*	1267	1055	212
NC_041728.1	22050001	22100000	*	2141	1804	337
NC_041728.1	22100001	22150000	*	1029	440	589
NC_041728.1	22150001	22200000	*	163	152	11
NC_041728.1	22200001	22250000	*	552	396	156
NC_041728.1	22250001	22300000	*	63	53	10
NC_041728.1	22300001	22350000	*	95	85	10
NC_041728.1	22350001	22400000	*	129	99	30
NC_041728.1	22400001	22450000	*	2812	492	2320
NC_041728.1	22450001	22500000	*	472	109	363
NC_041728.1	22500001	22550000	*	520	91	429
NC_041728.1	22550001	22600000	*	455	394	61
NC_041728.1	22600001	22650000	*	562	321	241
NC_041728.1	22650001	22700000	*	246	159	87
NC_041728.1	22700001	22750000	*	857	259	598
NC_041728.1	22750001	22800000	*	648	329	319
NC_041728.1	22800001	22850000	*	472	340	132
NC_041728.1	22850001	22900000	*	4890	1473	3417
NC_041728.1	22900001	22950000	*	424	188	236
NC_041728.1	22950001	23000000	*	418	169	249
NC_041728.1	23050001	23100000	*	39	31	8
NC_041728.1	23150001	23200000	*	85	83	2
NC_041728.1	23200001	23250000	*	412	384	28
NC_041728.1	23250001	23300000	*	395	365	30
NC_041728.1	23300001	23350000	*	67	48	19
NC_041728.1	23350001	23400000	*	169	159	10
NC_041728.1	23400001	23450000	*	162	116	46
NC_041728.1	23450001	23500000	*	51	47	4
NC_041728.1	23500001	23550000	*	27	27	0
NC_041728.1	23550001	23600000	*	14	0	14
NC_041728.1	23650001	23700000	*	57	53	4
NC_041728.1	23700001	23750000	*	12	6	6
NC_041728.1	23750001	23800000	*	10	10	0
NC_041728.1	23800001	23850000	*	499	258	241
NC_041728.1	23850001	23900000	*	1233	307	926
NC_041728.1	23900001	23950000	*	806	222	584
NC_041728.1	23950001	24000000	*	511	142	369
NC_041728.1	24050001	24100000	*	427	163	264
NC_041728.1	24150001	24200000	*	92	41	51
NC_041728.1	24200001	24250000	*	1974	421	1553
NC_041728.1	24250001	24300000	*	433	312	121
NC_041728.1	24300001	24350000	*	91	17	74
NC_041728.1	24350001	24400000	*	972	190	782
NC_041728.1	24400001	24450000	*	58	54	4
NC_041728.1	24450001	24500000	*	50	49	1
NC_041728.1	24500001	24550000	*	297	161	136
NC_041728.1	24550001	24600000	*	20	20	0
NC_041728.1	24600001	24650000	*	251	141	110
NC_041728.1	24650001	24700000	*	103	90	13
NC_041728.1	24700001	24750000	*	94	87	7
NC_041728.1	24750001	24800000	*	646	170	476
NC_041728.1	24800001	24850000	*	10	4	6
NC_041728.1	24850001	24900000	*	116	84	32
NC_041728.1	24900001	24950000	*	60	46	14
NC_041728.1	24950001	25000000	*	32	27	5
NC_041728.1	25000001	25050000	*	299	131	168
NC_041728.1	25050001	25100000	*	706	261	445
NC_041728.1	25100001	25150000	*	261	77	184
NC_041728.1	25150001	25200000	*	802	146	656
NC_041728.1	25200001	25250000	*	884	268	616
NC_041728.1	25250001	25300000	*	486	191	295
NC_041728.1	25300001	25350000	*	11	11	0
NC_041728.1	25350001	25400000	*	250	217	33
NC_041728.1	25400001	25450000	*	133	0	133
NC_041728.1	25450001	25500000	*	1121	283	838
NC_041728.1	25500001	25550000	*	3171	894	2277
NC_041728.1	25550001	25600000	*	169	36	133
NC_041728.1	25600001	25650000	*	227	116	111
NC_041728.1	25650001	25700000	*	26	24	2
NC_041728.1	25700001	25750000	*	37	26	11
NC_041728.1	25750001	25800000	*	323	253	70
NC_041728.1	25800001	25850000	*	54	54	0
NC_041728.1	25850001	25900000	*	31	30	1
NC_041728.1	25900001	25950000	*	407	383	24
NC_041728.1	25950001	26000000	*	78	77	1
NC_041728.1	26000001	26050000	*	363	89	274
NC_041728.1	26050001	26100000	*	466	138	328
NC_041728.1	26100001	26150000	*	2783	1515	1268
NC_041728.1	26150001	26200000	*	646	460	186
NC_041728.1	26200001	26250000	*	112	101	11
NC_041728.1	26250001	26300000	*	944	561	383
NC_041728.1	26300001	26350000	*	640	581	59
NC_041728.1	26350001	26400000	*	96	48	48
NC_041728.1	26400001	26450000	*	1935	858	1077
NC_041728.1	26450001	26500000	*	155	126	29
NC_041728.1	26500001	26550000	*	1074	442	632
NC_041728.1	26550001	26600000	*	336	255	81
NC_041728.1	26600001	26650000	*	771	411	360
NC_041728.1	26650001	26700000	*	788	751	37
NC_041728.1	26700001	26750000	*	578	538	40
NC_041728.1	26750001	26800000	*	960	281	679
NC_041728.1	26800001	26850000	*	971	399	572
NC_041728.1	26850001	26900000	*	1033	656	377
NC_041728.1	26900001	26950000	*	503	462	41
NC_041728.1	26950001	27000000	*	1339	1151	188
NC_041728.1	27000001	27050000	*	2612	2296	316
NC_041728.1	27050001	27100000	*	6306	5049	1257
NC_041728.1	27100001	27150000	*	4890	3856	1034
NC_041728.1	27150001	27200000	*	4758	2598	2160
NC_041728.1	27200001	27250000	*	3711	2942	769
NC_041728.1	27250001	27300000	*	2153	1507	646
NC_041728.1	27300001	27350000	*	720	550	170
NC_041728.1	27350001	27400000	*	246	205	41
NC_041728.1	27400001	27450000	*	573	190	383
NC_041728.1	27450001	27500000	*	3956	3384	572
NC_041728.1	27500001	27550000	*	2099	2024	75
NC_041728.1	27550001	27600000	*	1751	1256	495
NC_041728.1	27600001	27650000	*	729	700	29
NC_041728.1	27650001	27700000	*	563	363	200
NC_041728.1	27700001	27750000	*	109	104	5
NC_041728.1	27750001	27800000	*	142	133	9
NC_041728.1	27800001	27850000	*	374	276	98
NC_041728.1	27850001	27900000	*	247	131	116
NC_041728.1	27900001	27950000	*	375	362	13
NC_041728.1	27950001	28000000	*	504	469	35
NC_041728.1	28000001	28050000	*	92	88	4
NC_041728.1	28050001	28100000	*	240	182	58
NC_041728.1	28100001	28150000	*	494	419	75
NC_041728.1	28150001	28200000	*	630	594	36
NC_041728.1	28200001	28250000	*	1058	948	110
NC_041728.1	28250001	28300000	*	303	288	15
NC_041728.1	28300001	28350000	*	122	112	10
NC_041728.1	28350001	28400000	*	48	40	8
NC_041728.1	28400001	28450000	*	105	82	23
NC_041728.1	28450001	28500000	*	299	222	77
NC_041728.1	28500001	28550000	*	2742	2245	497
NC_041728.1	28550001	28600000	*	1823	1656	167
NC_041728.1	28600001	28650000	*	2372	1491	881
NC_041728.1	28650001	28700000	*	2327	1455	872
NC_041728.1	28700001	28750000	*	3185	1605	1580
NC_041728.1	28750001	28800000	*	2634	2281	353
NC_041728.1	28800001	28850000	*	1484	739	745
NC_041728.1	28850001	28900000	*	408	342	66
NC_041728.1	28900001	28950000	*	1321	963	358
NC_041728.1	28950001	29000000	*	585	382	203
NC_041728.1	29000001	29050000	*	758	191	567
NC_041728.1	29050001	29100000	*	589	499	90
NC_041728.1	29100001	29150000	*	247	213	34
NC_041728.1	29150001	29200000	*	581	426	155
NC_041728.1	29200001	29250000	*	822	678	144
NC_041728.1	29250001	29300000	*	492	449	43
NC_041728.1	29300001	29350000	*	630	513	117
NC_041728.1	29350001	29400000	*	491	450	41
NC_041728.1	29400001	29450000	*	534	479	55
NC_041728.1	29450001	29500000	*	1020	837	183
NC_041728.1	29500001	29550000	*	487	431	56
NC_041728.1	29550001	29600000	*	392	384	8
NC_041728.1	29600001	29650000	*	1304	1084	220
NC_041728.1	29650001	29700000	*	888	653	235
NC_041728.1	29700001	29750000	*	330	234	96
NC_041728.1	29750001	29800000	*	510	460	50
NC_041728.1	29800001	29850000	*	166	156	10
NC_041728.1	29850001	29900000	*	342	227	115
NC_041728.1	29900001	29950000	*	295	279	16
NC_041728.1	29950001	30000000	*	393	373	20
NC_041728.1	30000001	30050000	*	228	216	12
NC_041728.1	30050001	30100000	*	2837	2569	268
NC_041728.1	30100001	30150000	*	1681	1622	59
NC_041728.1	30150001	30200000	*	5744	3304	2440
NC_041728.1	30200001	30250000	*	7989	6332	1657
NC_041728.1	30250001	30300000	*	1258	948	310
NC_041728.1	30300001	30350000	*	695	435	260
NC_041728.1	30350001	30400000	*	2121	694	1427
NC_041728.1	30400001	30450000	*	179	171	8
NC_041728.1	30450001	30500000	*	195	195	0
NC_041728.1	30500001	30550000	*	273	251	22
NC_041728.1	30550001	30600000	*	78	67	11
NC_041728.1	30600001	30650000	*	68	57	11
NC_041728.1	30650001	30700000	*	144	141	3
NC_041728.1	30700001	30750000	*	189	99	90
NC_041728.1	30750001	30800000	*	118	116	2
NC_041728.1	30800001	30850000	*	88	88	0
NC_041728.1	30900001	30950000	*	63	53	10
NC_041728.1	30950001	31000000	*	306	251	55
NC_041728.1	31000001	31050000	*	91	88	3
NC_041728.1	31050001	31100000	*	421	364	57
NC_041728.1	31100001	31150000	*	1215	220	995
NC_041728.1	31150001	31200000	*	293	213	80
NC_041728.1	31200001	31250000	*	537	500	37
NC_041728.1	31250001	31300000	*	1409	436	973
NC_041728.1	31300001	31350000	*	706	655	51
NC_041728.1	31350001	31400000	*	1626	738	888
NC_041728.1	31400001	31450000	*	451	142	309
NC_041728.1	31450001	31500000	*	710	220	490
NC_041728.1	31500001	31550000	*	1180	434	746
NC_041728.1	31550001	31600000	*	696	510	186
NC_041728.1	31600001	31650000	*	1401	277	1124
NC_041728.1	31650001	31700000	*	114	96	18
NC_041728.1	31700001	31750000	*	1269	1031	238
NC_041728.1	31750001	31800000	*	519	472	47
NC_041728.1	31800001	31850000	*	1528	759	769
NC_041728.1	31850001	31900000	*	980	284	696
NC_041728.1	31900001	31950000	*	182	135	47
NC_041728.1	31950001	32000000	*	1650	762	888
NC_041728.1	32000001	32050000	*	982	493	489
NC_041728.1	32050001	32100000	*	10	10	0
NC_041728.1	32100001	32150000	*	1591	801	790
NC_041728.1	32150001	32200000	*	106	97	9
NC_041728.1	32200001	32250000	*	73	48	25
NC_041728.1	32250001	32300000	*	12	6	6
