N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)								114:116	PVal 114:116	EF 114:116	LowerCI 114:116	UpperCI 114:116	115:116	PVal 115:116	EF 115:116	LowerCI 115:116	UpperCI 115:116	117:116	PVal 117:116	EF 117:116	LowerCI 117:116	UpperCI 117:116																Biological Processes	Molecular Function	PANTHER ID
8	0	107.21	69.6099996566772	65.0099992752075	59.0099990367889	tr|F6SUW1|F6SUW1_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=VCL PE=4 SV=1	MONDO	81																																								
9	93.51	93.51	63.5200023651123	60.369998216629	54.1999995708466	tr|F6ZB80|F6ZB80_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100013626 PE=4 SV=1	MONDO	80								0.985159873962402	0.599133610725403	1.05848705768585	0.930724534427692	1.04277897634063	0.934473395347595	0.0206149201840162	1.05856394767761	0.882774628209982	0.989199846378853	0.974066317081451	0.350136607885361	1.05761802196503	0.921000112376736	1.03019009153444																		
9	0	91.44	61.7299973964691	58.5799992084503	52.3899972438812	tr|F6T8K7|F6T8K7_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=LOC100022172 PE=4 SV=1	MONDO	78																																								
10	93.23	129.73	52.7300000190735	43.9000010490417	41.2699997425079	tr|F7E4E2|F7E4E2_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MYH10 PE=4 SV=1	MONDO	111								1.00291001796722	0.947203516960144	1.09189200401306	0.918506605306386	1.09506942936301	0.78275328874588	0.00149359495844692	1.15682101249695	0.676641658726739	0.905505452022325	0.992622792720795	0.887221395969391	1.1102659702301	0.894040544640915	1.10207530803267																		
11	89.89	144.73	46.6600000858307	40.4300004243851	36.7900013923645	tr|F7FUN0|F7FUN0_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=FLNC PE=4 SV=1	MONDO	116								0.970233500003815					1.21392095088959					0.830691993236542																						
12	89.18	89.18	83.7300002574921	78.930002450943	76.529997587204	tr|F7DIB7|F7DIB7_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100025924 PE=3 SV=1	MONDO	243								0.998671889305115					0.635433912277222					0.845331311225891																						
12	0	89.18	83.7300002574921	78.930002450943	76.529997587204	tr|F6ZFI1|F6ZFI1_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100011313 PE=3 SV=1	MONDO	243																																								
13	86.95	86.95	33.1999987363815	28.1599998474121	26.5799999237061	tr|F6Z5H6|F6Z5H6_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=FN1 PE=4 SV=1	MONDO	64								0.976207077503204	0.446871101856232	1.06587505340576	0.915873839418566	1.04051477086881	0.434332311153412	2.59875801433829E-12	1.16302096843719	0.373451831859097	0.505137585141206	0.464721292257309	6.62744208471122E-12	1.15515100955963	0.402303498340421	0.536823269914887																		
13	0	86.7	31.9400012493134	27.0900011062622	25.5699992179871	tr|F6Z5G8|F6Z5G8_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=FN1 PE=4 SV=1	MONDO	64																																								
13	0	86.44	30.7599991559982	26.0899990797043	24.6199995279312	tr|F6Z5I8|F6Z5I8_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=FN1 PE=4 SV=1	MONDO	64																																								
14	84.22	84.22	72.7800011634827	68.3499991893768	66.3600027561188	tr|F6WMM9|F6WMM9_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=HSPA5 PE=3 SV=1	MONDO	95								0.978497207164764	0.509222984313965	1.06845605373383	0.915804822992306	1.04548126455683	1.59276700019836	5.5177440394516E-09	1.13024997711182	1.40921657372508	1.80022486551866	1.43228697776794	6.03226091300257E-09	1.09953594207764	1.30262861172283	1.57485101142561																		
15	84.08	84.22	30.7700008153915	20.160000026226	16.3699999451637	tr|F6ZK75|F6ZK75_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=DYNC1H1 PE=4 SV=1	MONDO	59								1.0263580083847	0.505930304527283	1.08130097389221	0.94918809209083	1.10980191402845	0.978302776813507	0.474043101072311	1.06312298774719	0.920215993905443	1.04005617100735	1.08277201652527	0.0409507788717747	1.07906103134155	1.00343908738795	1.16837708885953																		
16	83.79	83.93	46.9300001859665	39.5999997854233	37.8199994564056	tr|F7ATX4|F7ATX4_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=CLTC PE=4 SV=1	MONDO	62								1.01447904109955	0.61896800994873	1.06004202365875	0.957017758218733	1.07539041568656	0.99270361661911	0.828050315380096	1.07049298286438	0.927333137638021	1.06268225565485	1.11922800540924	0.000444910605438054	1.06036496162415	1.05551206038998	1.18679016100444																		
17	82.12	82.24	83.5500001907349	78.8299977779388	74.2900013923645	tr|F6WGC5|F6WGC5_MONDO	Pyruvate kinase (Fragment) OS=Monodelphis domestica GN=LOC100017841 PE=3 SV=1	MONDO	109								0.942939698696136	0.0951997488737106	1.07212102413177	0.879508635193259	1.01094547546061	0.638593912124634	3.16171505643226E-10	1.10619103908539	0.577290802005258	0.706406863206752	0.670458197593689	1.39013703326363E-10	1.09068298339844	0.614714089977476	0.731257347195424																		
18	82.05	82.4	72.7299988269806	63.6399984359741	61.0199987888336	tr|F7DFT7|F7DFT7_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=HSP90B1 PE=3 SV=1	MONDO	89								0.964535713195801	0.307820588350296	1.0733540058136	0.898618450177289	1.03528827150899	1.39450895786285	2.13504006141285E-10	1.08044600486755	1.29067898958431	1.50669163227494	1.34652805328369	2.11348494261188E-10	1.07165002822876	1.2564998066666	1.44300682631228																		
19	80.48	80.48	82.940000295639	77.649998664856	73.9199995994568	tr|F6Q3U2|F6Q3U2_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100025595 PE=3 SV=1	MONDO	76								0.968241393566132	0.251070410013199	1.05760300159454	0.915505527221763	1.02401500410362	1.5837390422821	1.45237404325371E-08	1.14025402069092	1.38893528419436	1.80586481068735	1.30651795864105	8.96799128013992E-12	1.05869400501251	1.23408459144492	1.38320273025447																		
20	77.74	122	82.8599989414215	75.8199989795685	74.4599997997284	tr|F7DTH8|F7DTH8_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=ACTN4 PE=4 SV=1	MONDO	206								0.988312005996704	0.778535127639771	1.08779001235962	0.908550358770873	1.07507592921831	1.21150302886963	0.00547417206689715	1.14069795608521	1.06207171004972	1.38195902882262	0.992943525314331	0.814010083675385	1.06247401237488	0.934557940946593	1.05497669140237																		
20	0	118.89	80.9099972248077	73.8600015640259	72.5000023841858	tr|F7DTI7|F7DTI7_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=ACTN4 PE=4 SV=1	MONDO	204																																								
21	76.4	77.58	75	73.8099992275238	72.6199984550476	tr|F7E4L7|F7E4L7_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=PDIA3 PE=3 SV=1	MONDO	93								0.965176820755005	0.237236604094505	1.06177496910095	0.909022013932255	1.0248005890341	1.24900996685028	0.00120477296877652	1.13594102859497	1.09953768321509	1.41880166646928	1.10900294780731	0.0255804993212223	1.09417104721069	1.01355537658799	1.21343891676207																		
22	72.96	72.96	66.0000026226044	59.3100011348724	57.3199987411499	tr|F6ZIF4|F6ZIF4_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=VCP PE=3 SV=1	MONDO	64								0.994567096233368	0.857942819595337	1.06350803375244	0.935175912798867	1.05773009695002	0.980055570602417	0.665125012397766	1.09860503673553	0.892090913322787	1.07669398614453	0.974351584911346	0.496147006750107	1.08000600337982	0.902172378544346	1.0523055611069																		
23	72.54	72.54	72.9399979114532	65.7700002193451	64.4200026988983	tr|F6YX46|F6YX46_MONDO	Annexin (Fragment) OS=Monodelphis domestica GN=ANXA6 PE=3 SV=1	MONDO	69								0.977640271186829	0.468073308467865	1.0649139881134	0.918046229178388	1.04110280012983	0.764286577701569	4.13024196177503E-07	1.0883150100708	0.702265952990805	0.831784554508261	0.754630029201508	3.72494102229837E-09	1.07178103923798	0.704089736218921	0.808798156937776																		
24	67.29	67.29	65.7000005245209	57.0500016212463	56.029999256134	tr|F6Q2T4|F6Q2T4_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=MSN PE=4 SV=1	MONDO	59								0.965471625328064	0.368941992521286	1.08319199085236	0.891320867843882	1.04579113195057	0.768477380275726	7.14789493940771E-05	1.11537897586823	0.68898320382768	0.857143513389836	0.79864639043808	5.56308914383408E-05	1.09547805786133	0.729039148440139	0.874899596715068																		
24	0	67.29	64.2499983310699	58.0299973487854	56.989997625351	tr|F7D1I0|F7D1I0_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=MSN PE=4 SV=1	MONDO	59																																								
24	0	67.29	63.1600022315979	57.0500016212463	56.029999256134	tr|F7D1B8|F7D1B8_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=MSN PE=4 SV=1	MONDO	59																																								
25	65.95	72.36	66.8699979782104	62.5400006771088	59.7500026226044	tr|F7DC98|F7DC98_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100030633 PE=3 SV=1	MONDO	88								0.936219215393066	0.099039651453495	1.08242905139923	0.864924323846295	1.01339087721965	1.51633405685425	3.89777778764255E-06	1.15835797786713	1.30903752192933	1.75645765186874	1.41142702102661	5.51742914467468E-06	1.13263499736786	1.24614463115358	1.5986316402454																		
25	0	70.36	65.3299987316132	60.9899997711182	58.2000017166138	tr|F7DD51|F7DD51_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100027477 PE=3 SV=1	MONDO	84																																								
26	65.57	65.68	59.7899973392487	53.9200007915497	49.7399985790253	tr|F7D0H2|F7D0H2_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=RRBP1 PE=4 SV=1	MONDO	39								1.00622701644897	0.852301418781281	1.06999099254608	0.94040699730997	1.07665384405692	0.9986612200737	0.968190312385559	1.07055497169495	0.932844409187675	1.06912173418884	0.966085374355316	0.30674821138382	1.07023096084595	0.902688680947605	1.03393447845551																		
27	65.44	65.44	43.7599986791611	40.9000009298325	38.2499992847443	tr|F7E982|F7E982_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=ATP1A1 PE=3 SV=1	MONDO	45								0.977771818637848	0.485540211200714	1.06723403930664	0.916173756295372	1.04351136752507	1.03706204891205	0.262977510690689	1.06736397743225	0.971610501046607	1.1069226733708	1.07387602329254	0.0323778688907623	1.06699895858765	1.00644524031588	1.14582459850538																		
28	63.4	63.74	76.7099976539612	72.8500008583069	70.2300012111664	tr|F7GF46|F7GF46_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=HSPD1 PE=3 SV=1	MONDO	73								1.04847896099091	0.153981998562813	1.06832802295685	0.981420442467656	1.12011945550726	1.8584189414978	1.35285196378732E-08	1.17850196361542	1.57693325838553	2.19015037177525	1.62200605869293	3.20266693165649E-08	1.14321196079254	1.41881480803303	1.85429672677573																		
28	0	63.74	76.4400005340576	72.6000010967255	69.980001449585	tr|F6PQQ8|F6PQQ8_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=HSPD1 PE=3 SV=1	MONDO	73																																								
29	63.22	63.41	69.9199974536896	63.3099973201752	63.3099973201752	tr|F7ATT0|F7ATT0_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=PLS3 PE=4 SV=1	MONDO	51								0.970150411128998	0.385872095823288	1.0735080242157	0.90371975732346	1.04146425104314	0.693249523639679	2.56148808830403E-07	1.11122894287109	0.623858411974514	0.77035893530001	0.709420084953308	3.17972883578932E-08	1.09117901325226	0.650140880953055	0.774104308280684																		
30	61.72	61.72	63.2799983024597	55.5899977684021	44.990000128746	tr|F6TFD4|F6TFD4_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=TGM2 PE=3 SV=1	MONDO	65								0.930761873722076	0.0529651194810867	1.07543003559113	0.865478778645484	1.0009692749838	0.629781186580658	2.48079501385945E-10	1.1039400100708	0.570484972766108	0.695240649456252	0.665201127529144	2.93563715003664E-11	1.08238196372986	0.614571518945936	0.720001702690311																		
31	59.8	59.8	81.0599982738495	76.0200023651123	74.5800018310547	tr|F7C393|F7C393_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=LOC100012797 PE=3 SV=1	MONDO	86								0.978161573410034	0.550196588039398	1.07755494117737	0.90776027841445	1.05402283669781	0.715200483798981	4.66380323249638E-10	1.07771801948547	0.663624872988978	0.77078444893489	0.646864771842957	2.11138502514974E-11	1.08845996856689	0.594293580401163	0.704086409227216																		
32	59.25	59.25	42.5500005483627	39.5399987697601	35.6099992990494	tr|F7EBB3|F7EBB3_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=GANAB PE=4 SV=1	MONDO	57								0.98989337682724	0.765715479850769	1.07193100452423	0.923467436476098	1.06109740179431	0.923847317695618	0.0273860301822424	1.07212197780609	0.861699822240477	0.990477013438678	0.993240714073181	0.842054605484009	1.07185399532318	0.926656726015844	1.06460902769699																		
32	0	59.25	43.5400009155273	40.4700011014938	36.4399999380112	tr|F7EB75|F7EB75_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=GANAB PE=4 SV=1	MONDO	57																																								
33	58.35	58.45	85.6199979782104	76.9400000572205	70.550000667572	tr|F7EV12|F7EV12_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=LOC100010100 PE=3 SV=1	MONDO	106								0.97128301858902	0.403606206178665	1.07342100143433	0.904848160499163	1.04259559048998	0.859352827072144	0.00102310895454139	1.08702301979065	0.790556236093001	0.934136305149593	0.791322410106659	6.61843978377874E-06	1.08712804317474	0.727901754604506	0.860268783219574																		
34	56.8	56.94	50	41.3800001144409	39.2199993133545	tr|F6SEX9|F6SEX9_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=HSPA4 PE=3 SV=1	MONDO	37								0.96694540977478	0.340501189231873	1.07406401634216	0.900267949640296	1.03856127040632	1.07003796100616	0.165561199188232	1.10274004936218	0.970344698757488	1.17997371393935	1.13211095333099	0.0201429799199104	1.10830295085907	1.02148149335294	1.25472191027661																		
35	56.75	56.98	28.1399995088577	20.8199992775917	18.6299994587898	tr|F7GKK4|F7GKK4_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=Mdm.4722 PE=4 SV=1	MONDO	40								0.976118385791779	0.485999703407288	1.07304894924164	0.909668087818022	1.04742280820931	0.821046888828278	0.00511269178241491	1.14120101928711	0.719458601028216	0.93697954641334	0.904531419277191	0.0446312092244625	1.10266900062561	0.820310917205432	0.997398756128845																		
36	56.46	56.81	52.3999989032745	42.5000011920929	40.0999993085861	tr|F7GJH2|F7GJH2_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=HYOU1 PE=3 SV=1	MONDO	42								0.999879896640778	0.997272610664368	1.07550704479218	0.929682331215216	1.07537787278323	1.25835502147675	9.32535101583198E-07	1.07612705230713	1.16933685365398	1.35414988001764	1.17713701725006	0.000101176898169797	1.07551801204681	1.09448377810973	1.2660320646995																		
36	0	56.81	51.9800007343292	42.1600013971329	39.7799998521805	tr|F7E416|F7E416_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=HYOU1 PE=3 SV=1	MONDO	42																																								
37	55.44	56.36	37.6500010490417	24.1500005125999	21.6900005936623	tr|F6TS18|F6TS18_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=SPTAN1 PE=4 SV=1	MONDO	41								1.01086497306824	0.844750881195068	1.11951994895935	0.902945029258198	1.13168350305415	0.985413312911987	0.830225825309753	1.15049195289612	0.856514737396832	1.13371008678195	0.982345819473267	0.684683382511139	1.09374499320984	0.898148860631904	1.0744358216495																		
37	0	56.14	36.9599997997284	23.8399997353554	21.4100003242493	tr|F6TRZ7|F6TRZ7_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=SPTAN1 PE=4 SV=1	MONDO	41																																								
37	0	56.05	36.5399986505508	23.5699996352196	21.170000731945	tr|F6TSC9|F6TSC9_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=SPTAN1 PE=4 SV=1	MONDO	41																																								
37	0	55.99	36.6400003433228	23.4300002455711	21.0400000214577	tr|F7FE67|F7FE67_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=SPTAN1 PE=4 SV=1	MONDO	41																																								
37	0	55.97	36.5500003099442	23.3700007200241	20.9900006651878	tr|F6TS37|F6TS37_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=SPTAN1 PE=4 SV=1	MONDO	41																																								
37	0	55.35	35.7699990272522	22.6099997758865	20.9499999880791	tr|F6TSB2|F6TSB2_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=SPTAN1 PE=4 SV=1	MONDO	41																																								
38	55.07	55.07	78.2999992370605	74.4499981403351	69.5100009441376	tr|F7E0Q7|F7E0Q7_MONDO	Fructose-bisphosphate aldolase OS=Monodelphis domestica GN=LOC100014226 PE=3 SV=1	MONDO	56								0.944629907608032	0.247612997889519	1.10511195659637	0.854782089696496	1.04392180545616	0.53647917509079	0.000183213298441842	1.32523500919342	0.404818142721198	0.710960984533521	0.558259308338165	7.89704281487502E-05	1.27617800235748	0.437446271058499	0.71243824891247																		
39	54.82	54.93	65.6499981880188	60.07000207901	57.1900010108948	tr|F6RKL8|F6RKL8_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=CCT8 PE=3 SV=1	MONDO	35								1.01915097236633	0.736465692520142	1.12212300300598	0.908234631708107	1.14361274962818	1.1503369808197	0.00286733196116984	1.09073603153229	1.05464287193638	1.25471399338412	1.14698600769043	0.00129813002422452	1.08056998252869	1.06146388131782	1.2393986502907																		
40	54.76	54.86	52.8699994087219	39.6499991416931	36.5799993276596	tr|F6Y2W5|F6Y2W5_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=CALD1 PE=4 SV=1	MONDO	46								0.988137185573578	0.77849817276001	1.09063100814819	0.906023373800235	1.07769305489083	0.611657977104187	2.34066299675817E-09	1.11404097080231	0.549044418594125	0.681412046612124	0.561324179172516	6.38085292814657E-15	1.06961297988892	0.524791854368495	0.600399627968415																		
41	54.62	54.62	79.1299998760223	72.869998216629	71.7299997806549	tr|H9H7I8|H9H7I8_MONDO	ATP synthase subunit beta (Fragment) OS=Monodelphis domestica GN=LOC100014350 PE=3 SV=1	MONDO	89								1.05433702468872	0.177176803350449	1.08180797100067	0.974606448604238	1.14059019742939	1.38903796672821	0.000113690402940847	1.15774703025818	1.19977674779131	1.60815458089544	1.21134102344513	7.80946284066886E-05	1.08629405498505	1.11511336906083	1.31587255232795																		
42	54.26	54.4	30.120000243187	23.8499999046326	20.890000462532	tr|F7C0Y0|F7C0Y0_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=CSPG4 PE=4 SV=1	MONDO	36								1.00258994102478	0.956813275814056	1.10248005390167	0.909395083817271	1.10533541222227	0.776977777481079	0.000226341697270982	1.12771701812744	0.688982931880588	0.876211062372249	0.763573288917542	3.81461904908065E-05	1.11694896221161	0.683624153610056	0.852872392628953																		
42	0	54.33	30.9799998998642	23.6300006508827	20.7000002264977	tr|F6XUR1|F6XUR1_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=CSPG4 PE=4 SV=1	MONDO	36																																								
42	0	54.31	29.6999990940094	23.5200002789497	20.6000000238419	tr|F7C0Z9|F7C0Z9_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=CSPG4 PE=4 SV=1	MONDO	36																																								
43	54.19	54.33	74.6800005435944	64.4999980926514	62.3399972915649	tr|F6YDH0|F6YDH0_MONDO	Elongation factor 1-alpha OS=Monodelphis domestica GN=LOC100011677 PE=3 SV=1	MONDO	112								0.999583601951599	0.992844879627228	1.10161995887756	0.907376081829591	1.10116124647661	0.991401970386505	0.852112114429474	1.1014449596405	0.900092157768905	1.09197470325988	1.06865394115448	0.158477500081062	1.09983205795288	0.971651929425996	1.17533986333939																		
44	53.72	53.98	43.3800011873245	38.1199985742569	35.1200014352798	tr|F7GAX7|F7GAX7_MONDO	Integrin beta (Fragment) OS=Monodelphis domestica GN=ITGB1 PE=3 SV=1	MONDO	48								0.989735722541809	0.765614688396454	1.07295095920563	0.922442646656071	1.06193789286131	1.07368397712708	0.0490385591983795	1.07335495948792	1.00030653199694	1.15244402177206	0.91666841506958	0.0171450395137072	1.07277500629425	0.854483381595626	0.983378964746009																		
45	53.56	53.59	65.7899975776672	58.0799996852875	58.0799996852875	tr|F6UTL3|F6UTL3_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=CKAP4 PE=4 SV=1	MONDO	39								0.995649695396423	0.894796013832092	1.06954097747803	0.930913089224651	1.06488814843999	1.19399905204773	0.000962984282523394	1.10258996486664	1.08290397164294	1.31649137284811	1.02513802051544	0.521068513393402	1.08174800872803	0.947668044908952	1.10894101236397																		
45	0	53.59	56.3899993896484	49.0200012922287	49.0200012922287	tr|F6W137|F6W137_MONDO	Uncharacterized protein (Fragment) OS=Monodelphis domestica GN=CKAP4 PE=4 SV=1	MONDO	38																																								
46	53.51	53.62	53.0799984931946	42.6400005817413	37.1399998664856	tr|F7BW23|F7BW23_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=SND1 PE=4 SV=1	MONDO	37								1.00605595111847	0.871235907077789	1.07903897762299	0.932362937745501	1.08557358492639	1.15972900390625	0.00729317683726549	1.10995995998383	1.04483859392833	1.28725275876786	1.15400397777557	0.00310679501853883	1.09410405158997	1.05474792465905	1.26260042763519																		
47	52.8	52.8	67.3799991607666	63.9999985694885	58.459997177124	tr|F7G487|F7G487_MONDO	Glyceraldehyde-3-phosphate dehydrogenase (Fragment) OS=Monodelphis domestica GN=Mdm.4349 PE=3 SV=1	MONDO	80								0.979326128959656	0.665491878986359	1.10621404647827	0.885295329667369	1.08334431993836	0.72504848241806	6.04315982855042E-06	1.10608994960785	0.65550589504508	0.80196883938104	0.721834003925323	4.3271979848214E-06	1.10442495346069	0.653583570041107	0.797211486191571																		
48	52.68	52.8	45.6400007009506	37.9599988460541	37.2099995613098	tr|F7C1J2|F7C1J2_MONDO	Uncharacterized protein OS=Monodelphis domestica GN=UBA1 PE=3 SV=1	MONDO	47								0.969611287117004	0.602547526359558	1.1290830373764	0.858759945034728	1.09477165713251	0.792991876602173	0.00257886899635196	1.15153503417969	0.688638949805875	0.913157927727298	0.846953928470612	0.00528490822762251	1.11745405197144	0.75793177086467	0.94643209920261																		
