chromosome_name	X4.x	X5.x	X7.x	X1.x	Accession	geneName	Geomean
17	5952034	5954483	+	NC_052548.1	R4GIU0	ENDOG	0.995405420712998
13	13885293	13913023	-	NC_052544.1	F1NIB4	HNRNPAB	1.12719745216402
3	45320406	45327186	+	NC_052534.1	F1NT19	SOD2	0.814704274874945
4	21373115	21390603	+	NC_052535.1	A0A1L1RS76	ETFDH	2.39883289440133
19	7330861	7337554	+	NC_052550.1	Q5ZLE2	RCJMB04_6j4	0.314050870694148
1	123512192	123513845	-	NC_052532.1	Q6WEB3	NA	1.18850223233424
2	32740808	32823045	-	NC_052533.1	Q5ZLI9	HIBADH	1.23310481371191
1	48217678	48218420	-	NC_052532.1	F1NME1	HIST1H111R	0.501187229808053
6	11333214	11339705	+	NC_052537.1	Q5F3D2	HNRNPH3	0.529663441402498
Z	2089554	2097562	+	NC_052572.1	A0A1D5P856	HDHD2	0.785235651748942
18	10573606	10578378	-	NC_052549.1	E1C2L5	ALYREF	0.843334757384798
1	22475238	22480534	+	NC_052532.1	E1BRT9	NDUFA5	1.01391138842363
28	3615312	3617605	-	NC_052559.1	A0A1D5P3Q3	GAMT	0.49888448885353
4	85803540	85818339	+	NC_052535.1	Q5ZI35	RCJMB04_30l19	0.948418461060286
17	1310981	1316242	-	NC_052548.1	A0A1D5PU00	AMBP	1.06905490575724
34	1416001	1419928	+	NC_052565.1	A0A1D5PEM4	MYL6	2.23357223275026
30	654931	658094	-	NC_052561.1	A0A1D5NYK3	GCDH	0.893305502303183
6	11319902	11332901	-	NC_052537.1	E1C460	PBLD	0.473151271715782
11	10610344	10631206	+	NC_052542.1	Q5ZMU3	RCJMB04_1c14	2.20292651378621
14	15171783	15183235	+	NC_052545.1	F1P582	UQCRC2	1.31219990818811
1	51769531	51777149	+	NC_052532.1	A0A1D5PWT4	TXN2	0.562341337399867
4	38972627	39044796	+	NC_052535.1	Q5F420	ACSL1	1.6943377826431
5	37435044	37437222	+	NC_052536.1	Q5ZJS7	RCJMB04_16b3	0.594292148951912
2	127876663	127882350	-	NC_052533.1	A0A1D5PN05	COX6C	1.37404199145743
14	4379430	4388554	-	NC_052545.1	A0A1D5PS70	PDAP1	1.19124201987302
11	9498472	9502052	+	NC_052542.1	E1BXI3	PDCD5	1.25602996987102
3	18314032	18323643	-	NC_052534.1	F1NXH1	MARC1	0.820351551209589
1	79767	83188	+	NC_052532.1	A0A1D5PE45	DHRS4	0.553350103526645
12	9239487	9248294	+	NC_052543.1	F1NAC6	UQCRC1	0.812830520084441
19	6221502	6225163	-	NC_052550.1	R4GM10	ALDOC	0.463446919166812
Z	52691612	52700534	-	NC_052572.1	Q5ZMH8	NANS	0.623734853597898
2	100489441	100495327	-	NC_052533.1	A0A1D5PNS5	MYL12B	1.32739447472747
Z	45514110	45518130	+	NC_052572.1	Q9I882	chPKCI	0.218776160924265
23	5699115	5700184	+	NC_052554.1	E1C5D2	NDUFS5	1.91425590572239
27	4037070	4057082	+	NC_052558.1	D2Z1L9	LASP1	0.966050882902639
27	4699744	4728292	-	NC_052558.1	F1P269	ACLY	1.00461580657225
1	144330751	144406277	-	NC_052532.1	F1P0L3	CLYBL	0.592925316793564
3	107172071	107181182	-	NC_052534.1	A0A1L1RS19	CTSB	1.03992018891777
Z	9637551	9638665	+	NC_052572.1	R4GGS3	HINT1	1.0092528810858
5	16566019	16566577	+	NC_052536.1	E1BXY8	TIMM10	1.02801626627498
14	6143496	6145209	+	NC_052545.1	E1C6C9	NDUFB10	0.767361510002635
28	3521279	3526666	+	NC_052559.1	Q5ZLU8	RBM3	0.739605276282602
3	48112574	48130287	+	NC_052534.1	E1C0X6	IYD	1.05438691235139
Z	66729196	66741816	+	NC_052572.1	E1C7S2	HSDL2	0.706317545795729
5	286539	290473	+	NC_052536.1	A0A1D5PG53	TKFC	0.438530698343622
1	48180625	48181741	+	NC_052532.1	Q92069	H2A-VII	3.50751868414545
2	122721434	122733993	-	NC_052533.1	A0A1D5PF81	RMDN1	0.549540861642828
17	5464473	5466005	+	NC_052548.1	Q8JIG5	ogchi	1.57761128395335
2	121075710	121087510	-	NC_052533.1	A0A1D5PHE2	IMPA1	1.158777358024
2	32086443	32098983	-	NC_052533.1	Q5ZME1	HNRNPA2B1	0.946237161375348
1	118460697	118469193	-	NC_052532.1	F1NNS8	PRDX4	0.990831951141634
Z	921821	936432	+	NC_052572.1	A0A1D5NUH1	TXNL1	0.763835786889504
4	62293056	62308226	+	NC_052535.1	R4GH41	ASAH1	0.972747234707296
20	10164521	10172602	+	NC_052551.1	Q90ZG0	FKBP12	0.941889584187444
15	8105743	8111472	+	NC_052546.1	E1BUB6	GSTT1L	0.574116453532913
23	3605946	3610419	+	NC_052554.1	A0A1L1RQ04	STMN1	1.10407862006478
13	12661488	12663479	-	NC_052544.1	F1NPJ8	GPX3	1.54525444950179
4	38315950	38352163	+	NC_052535.1	E1C6X1	PPA2	0.986279506628666
9	278086	312406	+	NC_052540.1	A0A1D5P592	PCCB	0.907820520898901
14	6055770	6056960	+	NC_052545.1	F1NXZ7	FAHD1	0.238781128252898
23	1917696	1918415	+	NC_052554.1	A0A1D5PBD2	ATPIF1	0.749894217911565
Z	23626764	23659433	+	NC_052572.1	F1NVH2	TBCA	1.43218790322233
4	45293960	45299142	+	NC_052535.1	E1BS37	HSD17B11	0.968277872013862
22	512294	556868	-	NC_052553.1	Q71SG2	CRMP2A	0.895364752273362
30	901099	904843	NA	ENSGALG00000038714	A0A1D5P384	NDUFB7	1.09144034055233
3	63491179	63498180	+	NC_052534.1	F1NRI9	LOC421740	0.651628414838854
Z	52718824	52733471	+	NC_052572.1	Q5ZHR7	CLTA	1.02093948157043
6	5109189	5125503	+	NC_052537.1	E1C735	MAT1A	1.45545909721904
12	9316696	9343433	-	NC_052543.1	E1C0F3	RAB7A	1.74984666370135
25	1042667	1048396	-	NC_052556.1	A0A1D5PAE4	HDGF	0.480839360596549
4	67109703	67117914	+	NC_052535.1	E1C878	GNPDA2	0.418793560162237
26	1620495	1626445	+	NC_052557.1	E1C8Y9	SRSF3	0.933254319068464
1	33900112	33920666	-	NC_052532.1	F1NI04	GNS	0.916220483851121
5	22320259	22326686	-	NC_052536.1	F1ND23	NDUFS3	1.00230526015194
1	77297717	77303451	-	NC_052532.1	F1N833	PHB2	0.957194094825375
15	8348318	8381022	+	NC_052546.1	A0A1D5PG75	GGT5	0.984011110702925
13	15487672	15503231	+	NC_052544.1	Q5ZM47	PPP2CA	1.02329299847913
4	19809239	19858767	+	NC_052535.1	F1P4U8	LOC100857197	0.924698179418016
8	21287309	21288782	+	NC_052539.1	F1NHW5	UQCRHL	0.889201112543073
1	62177836	62185134	-	NC_052532.1	E1BVD1	LOC418170	0.914113232274451
25	1874717	1890856	-	NC_052556.1	A0A1L1RVU7	TPM3	1.25025902816456
28	3899411	3900653	-	NC_052559.1	A0A1D5P179	NDUFA13	1.98152702029353
Z	64775937	64791932	+	NC_052572.1	A3RKL3	DHFR	0.526017267886744
20	12677378	12679301	-	NC_052551.1	F1NP43	PFDN4	1.18032061632552
6	25028747	25069892	+	NC_052537.1	E1BX85	GSTO2	0.698232404245775
19	10287667	10289916	-	NC_052550.1	R4GMD9	TXNDC17	0.995405417300139
5	493280	495223	-	NC_052536.1	A0A1D5PE41	NDUFS8	1.90107829619308
12	12022398	12037000	-	NC_052543.1	E1C5V6	ACOX2	1.51356128141388
25	2435508	2446412	+	NC_052556.1	A0A1D5PDK5	IGSF9	0.905732595686712
2	85599834	85649727	+	NC_052533.1	E1BQN0	NDUFS6	1.0495424374482
15	11109392	11112279	+	NC_052546.1	A0A1D5NYA0	NIPSNAP1	0.366437577863346
5	978620	994319	+	NC_052536.1	A0A1D5P5B2	IVD	2.11836113855729
3	88057519	88068358	+	NC_052534.1	Q9W6J2	GSTA4	4.47713303508064
11	917035	938856	+	NC_052542.1	F1NLL4	NUTF2	1.1994992923812
20	428287	432906	-	NC_052551.1	Q5ZJ59	RCJMB04_20j14	0.480839339104698
1	48028315	48036688	+	NC_052532.1	F1NLT8	ARHGDIB	0.584790077926843
7	30051161	30076661	+	NC_052538.1	F1NEK9	ACMSD	0.899497602663491
2	23216164	23298382	+	NC_052533.1	A0A1D5PAD0	LOC420562	2.01836635866609
15	7537915	7555810	-	NC_052546.1	Q5ZIY2	PITPNB	1.00230525255284
1	49457051	49458626	+	NC_052532.1	A0A1D5P4B1	NDUFA6	1.0280163083151
6	26468714	26498414	-	NC_052537.1	F1P0A1	XPNPEP1	0.57942868715779
1	105675759	105679169	-	NC_052532.1	A0A1D5P810	ATP5O	0.618016407608864
4	9341028	9349450	+	NC_052535.1	A3RKL2	NA	1.15080035939902
34	1564461	1566503	+	NC_052565.1	A0A1D5P648	RDH16	0.97274721530899
1	136281726	136288023	+	NC_052532.1	Q90WR6	SULT1C	0.857037844304967
2	46822421	46895281	-	NC_052533.1	A0A1D5P7K7	SEPT7	0.574116454288287
28	1041703	1042266	-	NC_052559.1	R4GGQ4	TIMM13	1.92752486161843
24	5165147	5165860	+	NC_052555.1	A0A1D5PK48	APOC3	1.20781383600063
4	32810620	32815617	+	NC_052535.1	A0A1D5PY92	RPS3A	0.399944747777003
8	3999754	4009111	-	NC_052539.1	F1N8J8	CRIP2	2.32273680974701
11	1070476	1073105	-	NC_052542.1	F1N9C1	LOC415661	1.36772884244335
11	15432366	15436807	+	NC_052542.1	F1P5U4	NAT	0.489778813584648
7	11011794	11015525	+	NC_052538.1	E1C4U7	NDUFB3	1.42889393640181
1	11389958	11450333	-	NC_052532.1	Q5ZLI8	RCJMB04_5p23	0.946237145645525
27	3191405	3195551	+	NC_052558.1	D5M8S3	PHB	0.690239805936764
17	5779476	5784980	+	NC_052548.1	A0A1D5PE83	PTGES2	0.957194093099554
17	9312441	9314459	-	NC_052548.1	A0A1D5P3K4	NDUFA8	0.990831966936316
Z	40684072	40702560	-	NC_052572.1	E1C453	HNRNPK	1.02329300848257
4	37229177	37244272	+	NC_052535.1	A0A1D5NZG8	ETNPPL	0.995405419249046
11	1075602	1077799	-	NC_052542.1	A0A1D5PSJ8	LOC769668	1.20226444061575
22	4635695	4637567	-	NC_052553.1	A0A1D5P6S2	FAHD2A	0.95060478584338
5	45579519	45585864	+	NC_052536.1	Q5ZK23	GLRX5	2.50034537499785
20	1668806	1675714	+	NC_052551.1	Q5ZL92	EIF6	0.839459992402043
1	56595749	56629815	+	NC_052532.1	E1BU27	AKR1D1	0.653130558215097
9	15834244	15840776	+	NC_052540.1	E1BZE1	AHSG	0.993116058453212
1	50130267	50145886	-	NC_052532.1	Q683M9	ADSL	0.990831972006302
1	53949599	53956496	+	NC_052532.1	F1P360	CKAP4	0.993116051058683
6	18179257	18182145	+	NC_052537.1	Q5ZJW2	NDUFB8	2.73526871516057
3	51794536	51831126	-	NC_052534.1	Q9YGW6	EZR	1.01391140855047
11	19513596	19525928	+	NC_052542.1	Q5ZKP8	RCJMB04_9m1	1.11173171333508
3	9738881	9762360	+	NC_052534.1	Q5ZKW4	RCJMB04_8o6	0.588843651537569
25	2957264	2958693	+	NC_052556.1	R4GME1	PFDN2	0.558470202498412
1	19071308	19082416	+	NC_052532.1	E1BQM1	CRELD2	1.32434152827997
Z	67177170	67196643	+	NC_052572.1	Q5ZII4	RCJMB04_25o1	1.08143397060406
23	2186731	2195617	+	NC_052554.1	F1NE97	NUDC	0.891250941452482
8	23937513	23946775	-	NC_052539.1	F1NLC7	TXNDC12	1.04712857739033
21	4666514	4670528	-	NC_052552.1	F1P331	AKR7A2	0.937562010054893
23	5591114	5598196	+	NC_052554.1	F2Z4M0	RBBP4	1.11173172188885
20	8277589	8281086	-	NC_052551.1	E1BSJ2	RPS21	0.433510879380934
11	2143487	2144343	-	NC_052542.1	A4PBT0	MT1	0.544502657423129
19	7186546	7194949	-	NC_052550.1	E1BVP5	ASPA	0.592925323601898
8	23946970	23957206	+	NC_052539.1	F1NKT5	BTF3L4	0.579428704990278
4	37515395	37532319	-	NC_052535.1	E1BZH9	HADH	0.470977325781899
2	60241331	60248763	+	NC_052533.1	R9PXP3	SIRT5	0.972747220005406
1	51163761	51168050	-	NC_052532.1	F1NBE3	GCAT	1.02801630686945
23	5924270	5928925	-	NC_052554.1	Q5ZJT3	RCJMB04_15o4	0.959400634534447
4	16464115	16489610	+	NC_052535.1	Q5ZM42	RCJMB04_3d14	0.912010847000414
2	42544715	42552187	+	NC_052533.1	A0A1D5Q006	CDV3	1.33045439693537
1	55124399	55160422	+	NC_052532.1	Q6PKI8	PAH	0.952796148844429
Z	14183309	14199639	-	NC_052572.1	A0A1D5P9U3	HMGCS1	0.71944898013072
