chromosome_name	X4.x	X5.x	X7.x	X1.x	Accession	geneName	Geomean
14	41674460	41691935	-	NC_041741.1	F6X5L9	RTCB	1.15743545041129
X2	8153998	8185547	-	NC_041750.1	F6SBW4	SH3GL1	0.89191837814426
2	49241344	49296855	-	NC_041729.1	F6XCA6	LOC100087236	1.22168996318939
X1	54495182	54510422	-	NC_041749.1	F7GBF8	SEC13	0.580968468558625
10	49814238	49831617	-	NC_041737.1	F6YJN4	NA	0.776463583714471
8	52436744	52445810	NA	ENSOANG00000036456	F6TKI4	NA	1.20694054902314
8	357295	386274	+	NC_041735.1	F6SE02	COPS2	1.15750181797069
7	13424587	13440453	-	NC_041734.1	F7CL27	MCM4	0.756964593091531
X1	36475343	36527880	+	NC_041749.1	F7DIK9	DPYSL3	1.13178007246182
16	41955336	41974801	-	NC_041743.1	F6W3I5	AK2	0.841530382103314
X1	114341841	114362463	-	NC_041749.1	F7E4U0	COPE	0.862991485024307
15	1180788	1183794	+	NC_041742.1	F6TWB9	NME1	0.693422101462795
17	33649550	33653531	-	NC_041744.1	F6PPT9	RPL24	1.20067504807273
8	37550583	37605634	-	NC_041735.1	F6WC48	CDCP1	1.42779210315002
17	35229119	35435332	-	NC_041744.1	F6QKN5	CBLB	1.55971405101812
12	10550130	10970297	-	NC_041739.1	F6WVR0	PALLD	1.32654267932736
19	3872649	3904560	-	NC_041746.1	F7CFT3	ADSS2	1.61387287546768
14	6413992	6421094	+	NC_041741.1	F6SZX6	FKBP3	1.21685563372849
16	24153223	24195690	-	NC_041743.1	F7D1R7	SEC23IP	0.759910167825013
14	44748064	44760035	+	NC_041741.1	F6Z936	EIF3L	1.1074954744478
X1	11607626	11626866	-	NC_041749.1	F6TYM0	FAM98A	2.11054918927683
1	132486912	132504340	+	NC_041728.1	F6QPN0	EIF4G1	1.13831226419102
X5	7522599	7529630	+	NC_041753.1	F7D6W3	ENO3	0.772653699512368
13	40809925	40823501	-	NC_041740.1	F7B411	THBS1	1.88337624134962
16	2952656	2965386	-	NC_041743.1	F6X6W8	ALDH9A1	1.16114474815885
17	3907226	3911402	-	NC_041744.1	F7F4X4	LOC100080754	0.328830439126041
8	56046449	56060080	+	NC_041735.1	F7EJK5	HNRNPA2B1	1.35714748643389
5	49671451	49761931	-	NC_041732.1	F7D5W1	RAB8B	0.768102743972827
3	52113718	52152853	+	NC_041730.1	F7CLM4	TLN1	1.0477728651145
19	2969017	2983039	-	NC_041746.1	F6UAN3	FH	1.08264962893842
X2	5597844	5631425	+	NC_041750.1	F7FQH0	CANX	1.13378368094491
4	135553617	135608682	+	NC_041731.1	F7CKB2	LETM1	1.20598002166991
8	43394665	43422340	+	NC_041735.1	F7GBD2	RAB5A	0.874112216352694
1	130138299	130285071	+	NC_041728.1	F6YU53	PSMD1	0.876790563556948
7	61982362	62000691	-	NC_041734.1	F7BEE6	RAB29	0.675410959834105
9	20887439	20905141	-	NC_041736.1	F6WLG0	PRKRA	1.47759112057015
3	7009406	7011986	+	NC_041730.1	F7AVD7	FAU	1.33754270857477
20	19774235	19801458	-	NC_041747.1	F6RL08	AASDHPPT	0.800024137179493
X1	30638636	30682670	-	NC_041749.1	F7C706	LARP1	1.16416752407921
9	36409879	36428722	-	NC_041736.1	F6YL69	ENPP4	1.28328880692232
21	23395625	23433659	+	NC_041748.1	F6V7W5	MAPK1	0.920832069729093
X4	262776	273342	-	NC_041752.1	F7DR38	SLC2A3	1.84528052462678
RZJT01000103.1	591824	596756	NA	ENSOANG00000048532	F7G5A1	NA	0.891596404867775
14	2538076	2599486	-	NC_041741.1	F6QQT0	KTN1	1.17754996553817
2	45504036	45531898	NA	ENSOANG00000045665	F6RQE2	NA	0.859201076736765
16	35466543	35495150	+	NC_041743.1	F7DN47	OGA	0.457306246786772
2	20294930	20342845	-	NC_041729.1	F7EAT8	NAA25	0.484315483123159
X5	33395267	33402358	-	NC_041753.1	F6STU0	LOC114807863	1.75251349161055
5	32829318	32854055	-	NC_041732.1	F6X416	SORBS3	1.28591502734316
5	95213231	95253233	-	NC_041732.1	F7CRL5	NDUFV2	0.845610535084683
X4	2526303	2578812	-	NC_041752.1	F7B3B1	WNT5B	5.33334561097176
X1	33739946	33746953	NA	ENSOANG00000043895	F6Y382	NA	1.35710755441302
8	38192953	38290795	-	NC_041735.1	F6X7R4	FYCO1	0.715217379926532
14	48200027	48261741	+	NC_041741.1	F6YUA4	PLXNB2	0.700937714634531
3	13398732	13442187	+	NC_041730.1	F6XW40	IPO7	1.0890673886819
14	48038131	48122942	-	NC_041741.1	F7D060	PPP6R2	1.30181279007458
X1	105702909	105707502	-	NC_041749.1	F7GCM1	RPL36	1.23104047481085
2	163508957	163572763	+	NC_041729.1	F7CU23	BCAT1	0.628765541125217
6	376042	379228	-	NC_041733.1	F6VZ92	NA	1.975305321286
Y2	1332528	1335916	-	NC_053176.1	F7FFR0	LOC100079040	1.40879901861903
14	3318149	3395487	+	NC_041741.1	F7C8E6	FERMT2	0.906873025388975
10	53143312	53152606	-	NC_041737.1	F6UJ63	ALDH16A1	1.282617386755
6	21102905	21228271	+	NC_041733.1	F6ZDR6	HUWE1	0.794052423968532
19	5678255	5698658	-	NC_041746.1	F7F209	EPHX1	0.70426590229971
5	2874356	2884523	+	NC_041732.1	F6Y2V3	EIF3K	1.22946255919013
X1	14174374	14226387	+	NC_041749.1	F6SXP3	LOC100078307	1.18643984107212
11	1426293	1451598	+	NC_041738.1	F6SBD4	ACTR1B	1.27597224028984
1	63087659	63099061	+	NC_041728.1	F6WTA0	EIF5	0.925293278664761
4	34496100	34549224	+	NC_041731.1	F6QCL3	FUBP3	1.25006230458311
12	38416516	38444740	-	NC_041739.1	F7CNR4	HADH	0.902181558671928
X5	63490271	63527120	+	NC_041753.1	F6V466	PSAT1	0.614445803057691
3	43120394	43140443	-	NC_041730.1	F6W123	RCN1	0.922797847661745
14	17268002	17303963	+	NC_041741.1	F7CJA6	CPSF6	0.84217855027648
3	116136975	116148570	-	NC_041730.1	F6R660	RPS24	1.18111548929179
9	20297275	20310401	+	NC_041736.1	F6UFR5	HNRNPA3	1.5300131074043
X1	89033485	89057137	-	NC_041749.1	F7G1R7	RUVBL1	1.09873781044556
11	1602923	1610629	-	NC_041738.1	F6XHI6	CAPG	0.838034299609054
12	39675451	39735434	-	NC_041739.1	F7B4Y0	NA	1.11006731160315
X5	52551596	52572291	+	NC_041753.1	F7DCB5	AK3	0.701987969220692
X4	1203166	1207246	+	NC_041752.1	F7FWH2	GAPDH	0.856887542746952
7	57769283	57777752	-	NC_041734.1	F7BHL6	ATP5PB	0.90289136521361
X2	7550185	7567736	-	NC_041750.1	F7A6I6	COLGALT1	0.891958795039432
X5	15237901	15248729	-	NC_041753.1	F7DGK6	NANS	0.811725578095744
7	73489809	73520570	+	NC_041734.1	F6UXN2	NDUFS1	0.797097217528489
12	59536155	59555592	+	NC_041739.1	F6YJG5	OCIAD1	0.620639056466481
X1	106533322	106537347	+	NC_041749.1	F6SXN6	GPX4	1.47721983878735
21	15639223	15674395	+	NC_041748.1	F6YEV6	LUC7L	0.576414310827757
14	3463518	3481849	-	NC_041741.1	F6RR88	PSMC6	0.861152554982701
6	41234210	41304698	-	NC_041733.1	F7A596	ACSL4	1.155633778979
14	8437197	8477394	+	NC_041741.1	F6SYZ7	SEC23A	0.859441141016987
6	20347518	20401444	-	NC_041733.1	F6PNE8	BGN	1.12496734905959
X5	67175508	67189351	-	NC_041753.1	F7EHL0	HNRNPK	0.969928028273669
X1	51174629	51199231	-	NC_041749.1	F6W9K8	TMEM43	1.23087930549004
16	41501007	41512902	+	NC_041743.1	F6SB57	TXLNA	1.21063390502331
4	38952177	39193676	+	NC_041731.1	F6ZCA5	COL5A1	0.855321213839306
X1	97891250	97917413	-	NC_041749.1	F6PP20	TRNT1	0.768355218398999
2	64662538	64673752	+	NC_041729.1	F7FVH7	TCP1	1.05683555690423
5	91006139	91037359	-	NC_041732.1	F6VXP3	RNMT	1.17642151520309
5	10637729	10647470	+	NC_041732.1	F7BQI1	CRABP1	0.774601287732915
9	18301442	18440576	-	NC_041736.1	F6YFU8	OLA1	0.912670469602949
16	45955083	45965435	-	NC_041743.1	F6V4V4	SRSF4	1.95971317004796
12	36692250	36707588	+	NC_041739.1	F7E789	CASP6	0.829992889571615
8	45545684	45601634	NA	ENSOANG00000045456	F7FU17	NA	1.20129021984093
16	6043556	6060308	+	NC_041743.1	F6RBB7	PRDX6	0.915546061801568
13	13818023	13863374	+	NC_041740.1	F6PPG1	KIF5B	0.922297071901902
X3	33600031	33612659	-	NC_041751.1	A7X5N5	Tap2	1.43031258454038
5	100229074	100246986	-	NC_041732.1	F7E1M0	LOC100092114	0.83776065886714
1	53288378	53323609	-	NC_041728.1	F7CR98	LGMN	0.848154050073467
7	80104496	80120940	+	NC_041734.1	F6U8G5	HSPD1	1.09546339889287
8	1459617	1468056	+	NC_041735.1	F6Y0P1	EIF3J	1.22877721737799
3	69074571	69282746	NA	ENSOANG00000051201	F6RY29	NA	0.612302366374543
2	161346345	161531912	-	NC_041729.1	F6VP13	PPFIBP1	0.867059255784882
2	92918176	92972099	+	NC_041729.1	F7E0A0	STX7	0.836434878692433
19	23837775	23989552	+	NC_041746.1	F7FXD5	COL12A1	1.31215644659598
5	82155003	82201945	-	NC_041732.1	F6TYW9	ENOSF1	1.17809494241988
7	34149215	34266453	-	NC_041734.1	F6R6T3	COL6A3	0.946808888222031
1	68214931	68223278	+	NC_041728.1	F7BIL6	SRSF7	1.49687625264344
10	58960207	58963862	-	NC_041737.1	F6SN95	ATP5F1B	0.926935696051629
1	7239600	7244399	+	NC_041728.1	F7BT71	GPX8	0.73251826107172
5	2874356	2884523	+	NC_041732.1	F7DCF2	EIF3K	1.42059135123897
19	25602979	25757243	-	NC_041746.1	F7G3B4	ME1	0.850861869781437
14	45162051	45184074	-	NC_041741.1	F6TAQ5	DDX17	1.3703634402292
11	39741718	39753244	+	NC_041738.1	F6PFU1	PSMD7	0.9127124722194
13	13583226	13626950	+	NC_041740.1	F6PNT9	ITGB1	1.35466505701209
14	43787470	43803689	-	NC_041741.1	F6RHD2	EIF3D	1.10435998965452
13	25381703	25402664	+	NC_041740.1	F6V629	DNAJC2	1.33207275525392
8	56021190	56045611	-	NC_041735.1	F7EJK1	CBX3	0.859367593341189
9	16483179	16505380	+	NC_041736.1	F6PIJ8	GORASP2	0.859929977715146
15	5404409	5426422	NA	ENSOANG00000045605	F7CUB7	NA	0.867598888657509
1	64885493	64957586	+	NC_041728.1	F6YG12	INF2	1.71261988652039
9	540498	560686	-	NC_041736.1	F7F503	MCM6	0.802068202082155
9	15923733	15936249	+	NC_041736.1	F6R9C6	SSB	1.03157871515102
7	70959937	70984948	+	NC_041734.1	F6UT72	PSMA5	0.89316407202281
7	69158918	69169629	NA	ENSOANG00000045861	F6R2T9	NA	0.856344657074896
21	7617857	7713125	-	NC_041748.1	F6YI51	GOLGA4	1.53105206713203
5	4561985	4575578	-	NC_041732.1	F7DVU8	ARHGEF1	1.17794826122568
