chromosome_name	X4.x	X5.x	X7.x	X1.x	Accession	geneName	Geomean
4	99786648	99844491	+	NC_000070.7	Q9D0F9	Pgm1	1.09395635653155
3	137795616	137849179	-	NC_000069.7	O08601	Mttp	1.29717927673063
16	37400104	37452388	+	NC_000082.7	O09173	Hgd	1.54170041712948
10	76411482	76426172	+	NC_000076.7	Q91XD4	Ftcd	1.03276141273642
4	116542796	116557197	+	NC_000070.7	P35700	Prdx1	1.23879657551663
X	105230706	105247305	+	NC_000086.8	P09411	Pgk1	1.01859142100329
1	153775675	153785469	+	NC_000067.7	P15105	Glul	0.866961866729116
10	81012465	81018343	+	NC_000076.7	P58252	Eef2	0.512861387070498
3	14928598	14937441	+	NC_000069.7	P16015	Ca3	6.48634434380526
4	150321165	150333336	+	NC_000070.7	P17182	Eno1	0.592925317684526
5	45650716	45670033	+	NC_000071.7	Q9CPY7	Lap3	1.25025903226351
2	27078405	27138344	-	NC_000068.8	Q99LB7	Sardh	0.3303695399529
8	96590761	96615029	-	NC_000074.7	P05202	Got2	2.02768271080328
10	127919176	127926257	+	NC_000076.7	P56480	Atp5f1b	1.07646523405553
5	123309870	123320786	-	NC_000071.7	P49429	Hpd	0.519995995195208
3	157599885	157630718	-	NC_000069.7	Q8VCN5	Cth	1.57398283617092
18	56657794	56706112	-	NC_000084.7	Q9DBF1	Aldh7a1	1.65958690287596
5	115248358	115257405	-	NC_000071.7	Q07417	Acads	1.16144861067063
13	93810944	93889331	+	NC_000079.7	Q9DBT9	Dmgdh	1.00925288636839
3	107919566	107925289	-	NC_000069.7	P10649	Gstm1	0.639734847310034
3	79511095	79536074	-	NC_000069.7	Q921G7	Etfdh	0.469894116525036
4	49535993	49549546	-	NC_000070.7	Q91Y97	Aldob	0.687068446361915
6	124787549	124791121	-	NC_000072.7	P17751	Tpi1	1.32129560973961
8	105775208	105788560	+	NC_000074.7	Q63880	Ces3a	8.87156012402179
13	74470374	74498359	-	NC_000079.7	Q8K2B3	Sdha	1.82810022263485
1	167177532	167196099	+	NC_000067.7	Q9JLJ2	Aldh9a1	0.351560439214403
2	121244383	121269168	+	NC_000068.8	P27773	Pdia3	1.31825674948949
3	118355758	119226573	+	NC_000069.7	Q8CHR6	Dpyd	1.51356121417324
13	100085040	100152147	-	NC_000079.7	Q3ULD5	Mccc2	2.07014135228421
18	50261268	50329337	+	NC_000084.7	P51660	Hsd17b4	0.392644942676729
11	60678933	60702091	-	NC_000077.7	P50431	Shmt1	1.02801627962628
9	55361720	55419528	-	NC_000075.7	Q99LC5	Etfa	0.707945775729324
7	132159204	132178127	-	NC_000073.7	P29758	Oat	1.16949940879873
14	30271088	30296681	+	NC_000080.7	P40142	Tkt	1.38995263443814
1	161067682	161078780	-	NC_000067.7	O08709	Prdx6	1.22461620747774
17	84138777	84157589	-	NC_000083.7	Q78JT3	Haao	1.00000001203912
17	47036590	47040137	-	NC_000083.7	Q9QXF8	Gnmt	0.683911645875311
18	35070467	35087404	-	NC_000084.7	P38647	Hspa9	0.933254288367985
9	103086075	103107485	-	NC_000075.7	Q921I1	Tf	0.948418468020886
9	119170094	119179361	+	NC_000075.7	Q921H8	Acaa1a	4.14954044066831
2	143789315	143853216	-	NC_000068.8	Q99PL5	Rrbp1	1.99526233694883
X	20416005	20428328	+	NC_000086.8	Q64374	Rgn	0.591561637050922
2	31360282	31410682	+	NC_000068.8	P16460	Ass1	0.737904229911761
18	77861468	77870569	+	NC_000084.7	Q03265	Atp5f1a	0.590201075432903
3	89043429	89054122	NA	NC_000069.7	P53657	Pklr	0.654636194245021
5	31078780	31088592	+	NC_000071.7	P97328	Khk	1.05925374020664
9	51958450	52000038	+	NC_000075.7	P26043	Rdx	1.40281371767937
17	13161929	13179612	-	NC_000083.7	Q8CAY6	Acat2	1.53815464069282
7	84234367	84255150	-	NC_000073.7	P35505	Fah	0.0762079013050396
1	21310789	21335799	+	NC_000067.7	P30115	Gsta3	1.71790840643814
19	4057499	4062755	-	NC_000085.7	Q91YT0	Ndufv1	1.24451460850149
7	43093496	43107224	+	NC_000073.7	Q9DCW4	Etfb	1.23026879363487
19	41900310	41907104	+	NC_000085.7	Q9DBJ1	Pgam1	3.1915378561193
19	20670317	20704920	-	NC_000085.7	O35945	Aldh1a7	0.320626935900205
3	137983346	137996459	+	NC_000069.7	P00329	Adh1	0.303389120720512
1	65197775	65225638	-	NC_000067.7	O88844	Idh1	0.322106879401892
15	102085432	102113487	-	NC_000081.7	Q9DBE0	Csad	0.379314988858998
9	100864085	100916993	-	NC_000075.7	Q99MN9	Pccb	1.57761125286963
1	66869998	66902468	-	NC_000067.7	P51174	Acadl	0.719448976112878
10	62856086	62894592	+	NC_000076.7	Q9CXN7	Pbld2	4.08319386880937
14	66321821	66361971	-	NC_000080.7	P34914	Ephx2	0.506990717125785
12	31381561	31401470	-	NC_000078.7	O08749	Dld	1.37404200632384
16	8331293	8439432	+	NC_000082.7	P61922	Abat	1.92309174090183
12	104304745	104311998	+	NC_000078.7	P07759	Serpina3k	6.06736326278595
19	10569561	10582852	-	NC_000085.7	Q8VC30	Tkfc	0.748169501040492
11	6365867	6369817	+	NC_000077.7	P17742	Ppia	0.86099374082507
4	128887017	128905322	+	NC_000070.7	Q9WTP6	Ak2	1.72186857257667
7	19430169	19434326	-	NC_000073.7	P08226	Apoe	0.555904256730441
3	131027068	131065750	-	NC_000069.7	Q61425	Hadh	0.6011737314772
14	21102622	21498637	+	NC_000080.7	P55264	Adk	0.864967933703595
8	85568717	85573560	-	NC_000074.7	P14211	Calr	1.11429452066308
3	36503072	36530036	-	NC_000069.7	P48036	Anxa5	0.374110580886088
4	15917240	15945377	-	NC_000070.7	Q9CQ62	Decr1	0.366437575181262
4	107901027	108002168	-	NC_000070.7	P32020	Scp2	1.25314116490984
5	45591374	45607571	-	NC_000071.7	Q8BVI4	Qdpr	0.696626521834489
8	85696251	85701440	+	NC_000074.7	Q61171	Prdx2	1.46554785964042
3	146302904	146337238	+	NC_000069.7	P25688	Uox	2.94442163962229
1	86272441	86287177	-	NC_000067.7	P09405	Ncl	1.14815360581349
5	130040099	130053222	-	NC_000071.7	Q91YI0	Asl	0.736207107457672
9	65967451	65973911	+	NC_000075.7	P24369	Ppib	1.50314197729206
12	17316590	17334786	+	NC_000078.7	Q922R8	Pdia6	1.40604752338549
3	153627990	153650280	-	NC_000069.7	P45952	Acadm	0.914113247328404
11	21506692	21521934	-	NC_000077.7	P14152	Mdh1	0.706317544924193
10	77997900	78005589	-	NC_000076.7	Q9D172	Gatd3	1.42232877810534
15	81756664	81799338	+	NC_000081.7	Q99KI0	Aco2	0.36475394596502
9	57423012	57439710	+	NC_000075.7	P12787	Cox5a	1.87931680990823
7	119216980	119261738	+	NC_000073.7	Q91VA0	Acsm1	1.33659551834234
12	87192102	87211497	+	NC_000078.7	Q9WVL0	Gstz1	0.71614341923382
15	39631881	39720866	-	NC_000081.7	Q9EQF5	Dpys	1.17760596039331
11	4047039	4068729	-	NC_000077.7	Q99J08	Sec14l2	0.495450193584252
14	40826969	40846385	+	NC_000080.7	Q91X83	Mat1a	0.493173803818223
9	107962612	107971736	-	NC_000075.7	Q8R146	Apeh	1.16144862682339
8	94028997	94063837	-	NC_000074.7	Q8VCC2	Ces1	1.17219537497046
1	175428944	175453201	-	NC_000067.7	P97807	Fh	1.67880402076872
4	116493707	116508871	-	NC_000070.7	Q9JII6	Akr1a1	0.727779800683224
9	46139928	46141767	+	NC_000075.7	Q00623	Apoa1	2.41546085459991
15	78283756	78290065	-	NC_000081.7	P52196	Tst	0.592925319101222
19	4085411	4087912	-	NC_000085.7	P19157	Gstp1	4.48745398896872
13	23805760	23806541	-	NC_000079.7	P43274	H1-4	0.901571130217948
14	63359911	63383372	+	NC_000080.7	P10605	Ctsb	0.358096437033935
9	108765716	108778709	+	NC_000075.7	Q9CZ13	Uqcrc1	0.961612275690687
4	135673745	135689979	+	NC_000070.7	P38060	Hmgcl	0.352370871884428
6	71176863	71182018	+	NC_000072.7	P12710	Fabp1	0.874983762522102
15	76580926	76583875	+	NC_000081.7	Q8QZR5	Gpt	1.40604753051696
11	54869779	54924297	-	NC_000077.7	P14824	Anxa6	0.502342578433976
3	82949553	82957170	-	NC_000069.7	Q8K0E8	Fgb	1.0000000109585
19	4036570	4040007	+	NC_000085.7	Q91XE4	Acy3	0.60953690005456
3	98187747	98218054	+	NC_000069.7	P54869	Hmgcs2	0.445656251039114
4	141473986	141486574	+	NC_000070.7	A2AS89	Agmat	1.17489757822746
1	192903948	192946353	-	NC_000067.7	P50172	Hsd11b1	0.328095293577617
7	46491698	46505051	+	NC_000073.7	P06151	Ldha	0.402717041841722
4	44981394	44990734	+	NC_000070.7	Q91Z53	Grhpr	0.853100119396589
16	90017650	90023221	+	NC_000082.7	P08228	Sod1	1.00230524112495
9	44710697	44714248	-	NC_000075.7	Q8VBW8	Ttc36	0.972747219575754
1	184545263	184579266	-	NC_000067.7	Q922Q1	Mtarc2	1.35831343901662
18	84869463	84897996	+	NC_000084.7	P56395	Cyb5a	1.35207257614544
4	60374045	60378084	-	NC_000070.7	P02762	Mup6	2.24905457701864
6	95449990	95695850	-	NC_000072.7	Q9Z2I8	Suclg2	0.959400612775801
7	139685623	139696334	-	NC_000073.7	Q8BH95	Echs1	0.981747947560799
1	55127307	55130476	+	NC_000067.7	Q64433	Hspe1	1.93196835474226
12	103729846	103739892	-	NC_000078.7	Q00897	Serpina1d	1.38038425558311
10	21253199	21272477	+	NC_000076.7	Q8BH00	Aldh8a1	0.533334890954486
7	141929647	141941564	-	NC_000073.7	P18242	Ctsd	0.580764411424195
1	36730568	36732469	NA	NC_000067.7	P19536	Cox5b	2.05589056466165
11	93849751	93859341	-	NC_000077.7	P15532	Nme1	1.58124804880467
7	120234412	120258746	+	NC_000073.7	Q9DB77	Uqcrc2	1.65196184233904
10	44943312	45038847	+	NC_000076.7	Q9QUR6	Prep	0.901571145727914
17	30811835	30831633	-	NC_000083.7	Q9CPU0	Glo1	4.2756288503031
4	150981590	150994378	-	NC_000070.7	Q99LX0	Park7	0.814704295974095
5	117420716	117425629	-	NC_000071.7	P70296	Pebp1	5.97035281909152
6	47773075	47790446	-	NC_000072.7	P08003	Pdia4	1.34276496168007
8	112352243	112361363	-	NC_000074.7	Q7TNG8	Ldhd	2.22330989686307
15	78290912	78298215	+	NC_000081.7	Q99J99	Mpst	1.41253756629262
7	141027564	141031272	+	NC_000073.7	P99027	Rplp2	1.64058981119897
12	84098918	84107174	+	NC_000078.7	Q9QYR7	Acot3	0.89536477237034
14	64360070	64693352	-	NC_000080.7	Q9D6Y7	Msra	0.605340883159921
4	140688582	140706509	+	NC_000070.7	Q9CQA3	Sdhb	1.27057410102711
1	63182751	63215981	-	NC_000067.7	Q91VD9	Ndufs1	0.635330915418633
19	60852504	60862976	-	NC_000085.7	P20108	Prdx3	1.1481536376227
10	128157972	128163056	+	NC_000076.7	Q9QXT0	Cnpy2	0.818464774371173
7	79744594	79768356	-	NC_000073.7	P54071	Idh2	0.549540872216631
17	66385790	66408554	-	NC_000083.7	Q9D6J6	Ndufv2	2.02301915046893
13	25091562	25121740	-	NC_000079.7	Q8BWF0	Aldh5a1	0.977237225014036
7	105240818	105249323	-	NC_000073.7	Q91X72	Hpx	2.67916832556137
11	21271126	21321267	-	NC_000077.7	Q91ZJ5	Ugp2	0.509330879738185
19	6884065	6887474	-	NC_000085.7	P99029	Prdx5	1.61435858458738
14	51181760	51190869	+	NC_000080.7	P23492	Pnp	1.32129566282631
2	155405101	155434730	-	NC_000068.8	P51855	Gss	1.81551566629435
15	9071340	9110584	+	NC_000081.7	Q8C5H8	Nadk2	1.16680963105325
4	45799022	45804608	+	NC_000070.7	Q9CZS1	Aldh1b1	0.3459393805298
15	10981842	10996710	+	NC_000081.7	O09174	Amacr	1.00461577202042
2	6193276	6217805	-	NC_000068.8	Q9D7J9	Echdc3	0.946237144144624
11	4823951	4844201	+	NC_000077.7	O55125	Nipsnap1	1.34586036540888
11	94520603	94536049	+	NC_000077.7	Q922Q8	Lrrc59	1.7741894759389
12	85157597	85180865	+	NC_000078.7	Q9D2G2	Dlst	1.36458314649356
11	120696784	120715992	-	NC_000077.7	P19096	Fasn	0.851138026977115
2	12928828	13008265	+	NC_000068.8	Q60866	Pter	0.566239287239362
7	126871051	126873231	-	NC_000073.7	P97364	Sephs2	1.01859137403466
2	118692440	118713390	+	NC_000068.8	Q9JHI5	Ivd	0.671428850998133
10	79974451	79981662	+	NC_000076.7	Q9D3D9	Atp5f1d	1.39315682481263
14	55715880	55727797	+	NC_000080.7	Q99LB2	Dhrs4	0.676082974649475
7	45142098	45159832	-	NC_000073.7	Q02819	Nucb1	3.26587829307932
8	11547502	11563287	+	NC_000074.7	Q9CZ42	Naxd	1.24451459411247
11	6241597	6309094	+	NC_000077.7	Q60597	Ogdh	0.714496327091152
11	54757209	54761332	+	NC_000077.7	P70349	Hint1	2.52348081047374
15	75766645	75781430	-	NC_000081.7	P57776	Eef1d	1.01624869321678
17	13226726	13237006	+	NC_000083.7	P09671	Sod2	0.659173904950702
15	99615468	99622895	+	NC_000081.7	P13707	Gpd1	0.903649480603542
7	24286968	24308350	+	NC_000073.7	Q9DCM0	Ethe1	1.87499452985207
10	78272581	78300782	-	NC_000076.7	Q8K183	Pdxk	1.11173171247304
4	107761179	107780786	-	NC_000070.7	P52825	Cpt2	0.359749334064229
1	120041010	120048826	-	NC_000067.7	P31786	Dbi	0.448745400638681
6	90310221	90341533	+	NC_000072.7	Q8VC12	Uroc1	0.223357222726721
11	94447928	94492822	-	NC_000077.7	Q8VCW8	Acsf2	0.847227423407616
13	8935642	8942432	NA	NC_000079.7	P58044	Idi1	1.00693166431241
11	61114243	61158354	-	NC_000077.7	P47740	Aldh3a2	0.197242273687638
13	34148502	34172448	+	NC_000079.7	Q9JI75	Nqo2	0.855066716450224
5	30324421	30359978	-	NC_000071.7	Q8BMS1	Hadha	0.464515266011787
11	115306517	115310745	-	NC_000077.7	Q9DCX2	Atp5pd	1.61064565986273
9	46144348	46146934	-	NC_000075.7	P33622	Apoc3	0.594292159191012
17	25067870	25069276	-	NC_000083.7	Q8R0F8	Fahd1	5.66239288224384
9	15194633	15217836	-	NC_000075.7	Q91V76	NA	0.744731970868778
14	122408289	122639646	+	NC_000080.7	Q8R4N0	Clybl	1.55238699875169
X	150784892	150787438	NA	NC_000086.8	O08756	Hsd17b10	1.18032064019877
8	46924074	46989088	+	NC_000074.7	P41216	Acsl1	0.262421850366455
19	43488191	43514743	-	NC_000085.7	P05201	Got1	1.54525444286478
4	139348404	139377002	+	NC_000070.7	Q8CHT0	Aldh4a1	0.605340882767224
3	20011097	20063914	+	NC_000069.7	Q61147	Cp	0.550807703619944
19	5540483	5544059	+	NC_000085.7	P18760	Cfl1	1.72186858016271
11	97689748	97729591	+	NC_000077.7	Q61792	Lasp1	0.831763755385652
17	24645657	24658290	+	NC_000083.7	P42125	Eci1	0.928966390287084
6	124890638	124894909	-	NC_000072.7	Q9D0J8	Ptms	1.48251810250278
14	29730957	29762423	+	NC_000080.7	Q8BJ64	Chdh	0.970509965230118
9	61820565	61821792	-	NC_000075.7	P47955	Rplp1	1.06414300134165
4	40722468	40734965	+	NC_000070.7	P63037	Dnaja1	1.47231250065709
3	138142961	138161260	+	NC_000069.7	P28474	Adh5	0.729457517391427
16	22876970	22900828	+	NC_000082.7	O08677	Kng1	0.95279617899626
11	115054138	115072009	+	NC_000077.7	P70441	Slc9a3r1	1.82389568908033
13	52989143	53083742	-	NC_000079.7	Q9JLZ3	Auh	2.13796214117742
17	24941034	24943397	-	NC_000083.7	Q9DCS9	Ndufb10	1.67109060022942
16	56977028	56987695	-	NC_000082.7	Q9JHW2	Nit2	1.1350108102879
2	90724971	90735065	-	NC_000068.8	Q9DCT2	Ndufs3	1.00693166366106
1	93271350	93295344	+	NC_000067.7	Q3UM45	Ppp1r7	0.988553103523486
7	4880052	4898716	+	NC_000073.7	P85094	Isoc2a	0.95719407412882
14	55815951	55818984	+	NC_000080.7	P97371	Psme1	1.02329298821817
11	120468925	120472450	-	NC_000077.7	Q99PT1	Arhgdia	1.61808008234078
16	31241115	31277719	+	NC_000082.7	Q80XN0	Bdh1	0.785235625839327
10	128505756	128509787	-	NC_000076.7	Q8R086	Suox	0.503500613621167
1	9618173	9648195	+	NC_000067.7	Q8R0N6	Adhfe1	0.928966390320316
14	51162406	51164645	+	NC_000080.7	P28352	Apex1	2.3227368521844
6	86713822	86770616	-	NC_000072.7	P97429	Anxa4	0.760326284255391
12	84084028	84091497	+	NC_000078.7	Q8BWN8	Acot4	0.392644933807651
11	50184784	50216500	-	NC_000077.7	P35564	Canx	0.756832891006016
10	75619647	75634418	-	NC_000076.7	Q64471	Gstt1	0.623734839900038
15	76227711	76230460	+	NC_000081.7	Q9D0M3	Cyc1	1.1142945609802
4	89055607	89099327	+	NC_000070.7	Q9CQ65	Mtap	1.13240037132663
3	94840394	94852069	+	NC_000069.7	P17563	Selenbp1	0.872971370501106
7	28524763	28531664	+	NC_000073.7	O35459	Ech1	0.416869382024795
2	179899172	179900237	+	NC_000068.8	Q9CQR2	Rps21	1.57036282661837
1	88139681	88147724	+	NC_000067.7	Q63886	Ugt1a1	0.682338711157501
15	78912412	78914704	+	NC_000081.7	P10922	H1-0	0.796159343708503
17	34245007	34247029	-	NC_000083.7	P50171	Hsd17b8	0.933254304745076
6	67243963	67266286	+	NC_000072.7	Q9CY58	Serbp1	0.724435966593818
8	105810365	105820561	+	NC_000074.7	Q8VCU1	Ces3b	2.25423918344764
5	120614612	120621997	+	NC_000071.7	Q8VBT2	Sds	0.787045795872176
10	79540192	79547813	+	NC_000076.7	P18572	Bsg	0.52966344527262
15	31565314	31590266	+	NC_000081.7	Q8R1G2	Cmbl	1.12201846586973
9	46152142	46154756	+	NC_000075.7	P06728	Apoa4	0.748169497472821
10	62896404	62913743	+	NC_000076.7	Q9DCG6	Pbld1	0.981747957679374
X	20524541	20549418	+	NC_000086.8	Q02053	Uba1	0.809095917881772
3	82933460	82940934	+	NC_000069.7	E9PV24	Fga	1.00461580418003
6	37506913	37551856	+	NC_000072.7	Q8VCX1	Akr1d1	0.594292161829431
1	172327813	172334942	+	NC_000067.7	Q9WVA4	Tagln2	0.891250948653623
4	48190711	48279635	-	NC_000070.7	Q9D1Q6	Erp44	0.933254320591838
11	77771440	77784698	-	NC_000077.7	Q9D826	Pipox	0.716143423322205
11	78853805	78875750	-	NC_000077.7	O08573	Lgals9	0.981747949517634
8	105652892	105661304	+	NC_000074.7	Q8BK48	Ces2e	2.69153473462108
3	133015842	133083996	+	NC_000069.7	Q91VM9	Ppa2	0.695024332998038
3	142406780	142450672	+	NC_000069.7	Q71RI9	Kyat3	0.36475394377472
6	73225488	73253890	+	NC_000072.7	Q9WUM5	Suclg1	0.897428794824837
X	47563821	47602440	-	NC_000086.8	Q9Z0X1	Aifm1	1.20226444998904
4	108022630	108036505	+	NC_000070.7	Q3TLP5	Echdc2	2.48885731042783
2	163837117	163860508	+	NC_000068.8	Q9CQV8	Ywhab	0.883079900014685
16	93404725	93407237	+	NC_000082.7	P48758	Cbr1	0.496592317009995
9	98305014	98328604	+	NC_000075.7	Q00915	Rbp1	1.18304156160787
9	118977111	118986161	-	NC_000075.7	Q8VCH0	Acaa1b	1.30016958813214
X	35861846	35869732	+	NC_000086.8	O55022	Pgrmc1	1.02565193748926
4	43654227	43656445	-	NC_000070.7	Q9D0S9	Hint2	0.688652290078484
1	63215990	63219645	+	NC_000067.7	O70251	Eef1b	0.948418466844503
15	78810925	78814665	+	NC_000081.7	P16045	Lgals1	0.245470891522487
17	31831597	31856207	-	NC_000083.7	Q91WT9	Cbs	0.901571136420722
11	96920717	96924786	+	NC_000077.7	Q8VCA8	Scrn2	1.24451461154642
5	108581112	108582265	-	NC_000071.7	Q06185	Atp5me	1.56314768044376
12	111635789	111638772	-	NC_000078.7	Q04447	Ckb	1.23879657039814
1	178148673	178170063	-	NC_000067.7	Q8VEK3	Hnrnpu	0.613762002444691
16	22710765	22718201	+	NC_000082.7	P29699	Ahsg	0.540754329239261
4	115924162	115932267	-	NC_000070.7	P99028	Uqcrh	2.23872113977451
4	57943373	57956411	-	NC_000070.7	P10639	Txn	1.43879858070587
16	18225632	18247006	-	NC_000082.7	O88587	Comt	1.72583789350673
11	51490927	51497708	-	NC_000077.7	Q99020	Hnrnpab	0.690239809707784
1	131725122	131749210	+	NC_000067.7	Q8C165	Pm20d1	1.94088589272331
11	33102498	33114143	-	NC_000077.7	Q61937	Npm1	1.02565192482013
4	62424221	62438300	-	NC_000070.7	P10518	Alad	3.06196338899546
6	42222869	42227375	+	NC_000072.7	Q9DCM2	Gstk1	1.54170042642914
19	39275488	39319157	+	NC_000085.7	Q64458	Cyp2c29	1.07151929611733
11	87937325	87944583	+	NC_000077.7	Q6PDM2	Srsf1	2.39331572665413
11	55337463	55352034	-	NC_000077.7	O08997	Atox1	1.88799131602942
11	120375463	120379580	+	NC_000077.7	Q9DB15	Mrpl12	1.11943787005705
14	14296470	14303782	+	NC_000080.7	Q9D051	Pdhb	0.986279500587272
17	25056863	25083424	+	NC_000083.7	Q99KB8	Hagh	1.28528665755637
4	141410874	141450730	-	NC_000070.7	A2ADY9	Ddi2	1.01859138144842
9	106310180	106315594	-	NC_000075.7	Q99JW2	Acy1	0.901571130193374
13	73467995	73476601	-	NC_000079.7	P52503	Ndufs6	1.50660705778536
1	72298331	72323480	-	NC_000067.7	Q99MZ7	Pecr	0.809095892897415
7	27147403	27165406	+	NC_000073.7	Q923D2	Blvrb	0.703072319513715
9	89936320	89958148	+	NC_000075.7	P49935	Ctsh	1.06659613768237
X	16575520	16683605	-	NC_000086.8	Q8BW75	Maob	0.843334750552021
15	101982208	102005608	+	NC_000081.7	Q8BGD9	Eif4b	1.19124201964959
2	174269287	174280832	-	NC_000068.8	Q9WUU7	Ctsz	0.824138126119056
11	53150641	53191306	NA	NC_000077.7	Q61316	Hspa4	0.663743073508879
19	28968715	29026122	-	NC_000085.7	Q9WTP7	Ak3	0.963829036264286
13	93792605	93810810	-	NC_000079.7	Q91WS4	Bhmt2	8.10961073393207
6	34453291	34482071	+	NC_000072.7	P15327	Bpgm	1.58489319642614
4	114817810	114844425	-	NC_000070.7	Q9DBP5	Cmpk1	0.807235049577066
11	120500888	120508784	-	NC_000077.7	Q922E4	Pcyt2	0.899497605175668
14	74969591	74988205	+	NC_000080.7	Q9R0P3	Esd	0.445656249113022
1	71596315	71618562	+	NC_000067.7	Q9CWJ9	Atic	1.6788040527463
19	47843412	47853229	+	NC_000085.7	O09131	Gsto1	0.349140310882459
3	107889018	107893736	-	NC_000069.7	P15626	Gstm2	0.672976666030113
8	85613016	85629378	-	NC_000074.7	Q60759	Gcdh	0.253512862504428
5	89565370	89605757	-	NC_000071.7	P21614	Gc	2.02768272573349
13	67048640	67053414	NA	NC_000079.7	Q9D855	Uqcrb	1.86637972064654
19	37246140	37341664	NA	NC_000085.7	Q9JHR7	Ide	1.06905489172831
6	32769142	33037206	-	NC_000072.7	Q9CRB9	Chchd3	0.909913275118673
X	95139651	95212159	+	NC_000086.8	P26041	Msn	1.46892625363486
11	52121349	52137685	+	NC_000077.7	Q9WTX5	Skp1	0.874983788200497
1	13696117	13731424	-	NC_000067.7	Q99KR3	Lactb2	1.0616955488661
5	147251794	147259250	-	NC_000071.7	Q283N4	Urad	0.454988065727928
7	87927220	87965069	+	NC_000073.7	P97821	Ctsc	0.970509966161561
12	30943325	30961616	-	NC_000078.7	Q9D358	Acp1	1.33659554954878
7	100966293	100995833	+	NC_000073.7	Q9JMD3	Stard10	0.758577570437058
3	145464447	145600032	+	NC_000069.7	Q9CWS0	Ddah1	0.231739467136715
13	94925428	94979431	+	NC_000079.7	P48428	Tbca	0.970509988568611
11	69939735	69948721	+	NC_000077.7	P34927	Asgr1	0.941889612372566
5	30360251	30389591	+	NC_000071.7	Q99JY0	Hadhb	0.790678627180994
2	35070217	35091132	-	NC_000068.8	Q91V41	Rab14	0.85901353779924
13	4484310	4507529	+	NC_000079.7	P70694	Akr1c6	0.628058358926327
8	95565041	95581523	+	NC_000074.7	Q8K1Z0	Coq9	0.805378445959444
12	65109206	65120712	-	NC_000078.7	Q62446	Fkbp3	0.711213517020089
6	86342453	86347040	+	NC_000072.7	Q9CR98	Fam136a	1.42560759283514
12	76301180	76366594	+	NC_000078.7	Q922D8	Mthfd1	1.09144032845971
1	4927917	4968132	+	NC_000067.7	P10711	Tcea1	0.736207106522262
1	125320642	125363464	-	NC_000067.7	Q99JY9	Actr3	0.781627812689587
3	10077645	10081670	+	NC_000069.7	Q05816	Fabp5	0.285759050147201
16	35892030	35912488	+	NC_000082.7	Q8R3Q6	Mix23	1.04472024504341
6	128407066	128415619	-	NC_000072.7	P30416	Fkbp4	0.72276979854803
15	34484168	34495392	-	NC_000081.7	P52760	Rida	0.716143408103685
8	122642874	122671651	-	NC_000074.7	P23589	Ca5a	1.38356638184044
16	18057843	18066558	-	NC_000082.7	P34022	Ranbp1	1.8749945364194
14	20979436	21083744	+	NC_000080.7	Q64727	Vcl	0.966050881623429
14	52142728	52151461	-	NC_000080.7	Q9QYG0	Ndrg2	1.53461698724739
18	43608483	43610901	-	NC_000084.7	Q66JS6	Eif3j2	0.933254307153066
16	84624759	84634932	-	NC_000082.7	P97450	Atp5pf	1.30918191420463
