chromosome_name	X4.x	X5.x	X7.x	X1.x	Accession	geneName	Geomean
12	5404034	5427465	-	NC_052543.1	F1NEF6	ACAD9	0.654636181738042
31	241864	248501	-	NC_052562.1	A0A1L1S0P1	PIT54	1.39173183378132
2	85282789	85298718	-	NC_052533.1	F1NPJ4	SDHA	0.838601358299016
6	11635022	11663046	+	NC_052537.1	Q8AYP8	HK1	1.18516218356964
19	4741288	4743187	-	NC_052550.1	F1P593	HSPB1	1.54170045205954
5	601542	604277	-	NC_052536.1	Q5ZHS2	RCJMB04_33n14	1.6326341722917
12	9239487	9248294	+	NC_052543.1	F1NAC6	UQCRC1	1.03223309819304
5	37241008	37253112	-	NC_052536.1	E1C155	ALDH6A1	0.897199222518004
4	38930868	38933690	-	NC_052535.1	Q5ZMJ6	SLC25A4	0.744731978657358
11	10610344	10631206	+	NC_052542.1	F1NIJ6	GPI	0.394861184389757
4	12897064	12908310	+	NC_052535.1	F1NU17	PGK2	1.52132575106192
4	21373115	21390603	+	NC_052535.1	Q5F3D8	RCJMB04_20k15	1.28890888503304
15	6049150	6053161	-	NC_052546.1	F1NYU0	MYL2	1.8764341710156
25	319313	338690	-	NC_052556.1	F1NP51	LMNA	0.737904223212664
30	138509	165785	+	NC_052561.1	A0A1D5PWR4	C3	1.44396130472464
5	48993616	48998776	-	NC_052536.1	A0A1D5PUL6	HSP90AA1	0.538958782881747
14	15171783	15183235	+	NC_052545.1	F1P582	UQCRC2	1.13879210204627
4	84991534	85004454	-	NC_052535.1	F1P3U1	IMMT	1.05034831262964
1	15052791	15066618	+	NC_052532.1	Q5ZM32	DLD	1.98914604199416
4	49867662	49911507	-	NC_052535.1	Q9W6F5	VTDB	1.67151818960692
Z	9086209	9107459	-	NC_052572.1	Q5ZMU9	VCP	1.17670247402927
2	19703302	19711012	-	NC_052533.1	F1NJ08	VIM	1.11002646377492
18	11259499	11262298	-	NC_052549.1	E1C658	ATP5H	1.66980850305304
6	15623368	15633897	-	NC_052537.1	Q9I9D1	VDAC2	0.637447540100918
34	1474059	1480481	-	NC_052565.1	A0A1D5PLS2	CS	1.12719747086038
Z	64473950	64495631	-	NC_052572.1	F1NAD3	CKMT2	1.51201310779715
6	22932820	22936401	+	NC_052537.1	F1NTM7	GOT1	0.667489508879698
1	180214634	180227021	-	NC_052532.1	E1C0Q5	ACAT1	1.08088073732102
1	105675759	105679169	-	NC_052532.1	A0A1D5P810	ATP5O	1.32501938270148
27	1334406	1345132	+	NC_052558.1	F1NK40	A2ML4	1.29817527580018
2	85647805	85662193	NA	ENSGALG00000013165	Q5ZLD1	FH	0.871855359777043
23	967184	970182	-	NC_052554.1	F1NUQ3	FABP3	1.54802429695665
13	2405019	2426690	+	NC_052544.1	F1NZ86	HSPA9	1.10889106942461
1	120371397	120383596	-	NC_052532.1	Q5F426	PDHA2	1.14112530080498
15	9183036	9190704	-	NC_052546.1	Q5ZL56	ACADS	2.30497736727483
26	842345	853769	+	NC_052557.1	E1C670	TNNT2	2.01578606884885
10	3799108	3811094	-	NC_052541.1	Q5ZI29	RCJMB04_31a13	1.01235616672019
18	10552362	10560714	-	NC_052549.1	A0A1D5PV06	P4HB	0.706859882419623
8	24319614	24326825	+	NC_052539.1	F1P1U3	CPT2	0.971752262190687
2	98270957	98284904	-	NC_052533.1	A0A1D5PI06	NDUFV2	1.85542942016687
22	4499432	4501072	+	NC_052553.1	D0EKR3	PPIA	0.88262815504846
2	120959938	120964972	+	NC_052533.1	Q5ZIR7	RCJMB04_23p16	1.38038426374989
7	21793901	21798371	-	NC_052538.1	E1BZ05	DES	0.992862007999045
26	3255359	3258861	+	NC_052557.1	F1NSC1	ATP5PB	1.33591177620505
Z	83628961	83647182	+	NC_052572.1	E1C4W4	ALDH7A1	2.16105920335226
4	1532985	1544689	+	NC_052535.1	A0A1D6UPT4	AIFM1	0.65732141338266
5	37598860	37613998	+	NC_052536.1	F1NQH8	DLST	1.32095763671222
2	123978543	123995050	+	NC_052533.1	A0A1L1RTA1	DECR1	0.478140517025477
15	6210665	6222600	+	NC_052546.1	E1BT93	LOC107057078	1.09535667435742
1	104747250	104751689	+	NC_052532.1	F1N8Q1	SOD1	1.27970865975371
1	110412093	110419110	+	NC_052532.1	Q5ZM94	RCJMB04_2m19	1.49968483224682
25	2523624	2532160	+	NC_052556.1	A0A1D5PBM6	NDUFS2	1.0775673928886
1	135254499	135299912	-	NC_052532.1	F1P4R3	FHL2	1.2359474047228
7	4368941	4386891	NA	ENSGALG00000003570	Q5XKY5	PURH	1.42196495907518
2	100531760	100612709	+	NC_052533.1	F1N9Z6	MYOM1	0.671600659746735
4	54292333	54310215	-	NC_052535.1	A0A1L1RJB3	MYOZ2	1.78466028577265
4	37515395	37532319	-	NC_052535.1	E1BZH9	HADH	0.932776901514619
14	12667547	12686557	-	NC_052545.1	A0A1D5P984	SRL	1.24101714053329
1	54338050	54368053	+	NC_052532.1	F1P130	ALDH1L2	1.19612832714713
38	64921	67961	+	NC_052569.1	A0A1D5PDA1	ECH1	1.6561936362739
27	3191405	3195551	+	NC_052558.1	D5M8S3	PHB	0.586738304329626
3	102035764	102070373	-	NC_052534.1	Q197X2	APOB	1.45136878498091
14	12311995	12316845	+	NC_052545.1	A0A1D5PU43	ECI1	1.40604749490523
NA	3657	8729	-	NW_024096019.1	A0A1D5PI87	HSD17B10	0.901801842643857
1	102647864	102651797	-	NC_052532.1	E1C4V1	ATP5J	1.89573564538177
34	1167892	1174134	+	NC_052565.1	Q90YA3	pfk	0.827518639027665
11	17257331	17261432	-	NC_052542.1	Q5ZJV5	COX4I1	1.51821518967022
10	5100764	5126129	+	NC_052541.1	A0A1C9KD18	ANXA2	0.897199228006639
3	90411116	90485211	-	NC_052534.1	F1NNW0	MYOM2	0.800038910558512
7	17536778	17582494	+	NC_052538.1	A0A1D5PP62	SLC25A12	0.930869691618197
10	2419901	2424180	+	NC_052541.1	E1C043	COX5A	1.77918956792106
8	5478837	5486385	-	NC_052539.1	F1NMN7	ALDH9A1	1.14815361540948
20	9343587	9356747	-	NC_052551.1	F1N9H4	EEF1A2	0.913879408003006
19	4237174	4326511	-	NC_052550.1	A4UNW1	Myl2	1.63096425253826
1	154432810	154437511	+	NC_052532.1	E1BQD1	GATD3AL1	1.55119595678944
21	252215	260587	-	NC_052552.1	D5M8S2	DJ-1	1.86304018870803
22	512294	556868	-	NC_052553.1	Q71SG2	CRMP2A	0.902725176553671
2	43072803	43083292	-	NC_052533.1	Q5ZK99	RCJMB04_12c19	0.924225149506171
1	80504417	80535135	+	NC_052532.1	F1NQT9	CASQ2	1.40460936051404
1	53949599	53956496	+	NC_052532.1	F1P360	CKAP4	0.873641657999343
1	168524739	168545027	-	NC_052532.1	Q5F3B9	SUCLA2	1.24483304962484
Z	54171936	54173804	+	NC_052572.1	Q9YH14	rbf	2.26754309351539
7	9834715	9839276	+	NC_052538.1	O42283	HSPE1	1.70957787814286
13	15487672	15503231	+	NC_052544.1	Q5ZM47	PPP2CA	1.32231016016298
1	10427809	10787262	+	NC_052532.1	E1BST5	CACNA2D1	0.857695893522125
5	22320259	22326686	-	NC_052536.1	F1ND23	NDUFS3	1.0709711607424
24	6213838	6221987	-	NC_052555.1	E1C6N5	DLAT	0.601327559297247
8	4314803	4321698	-	NC_052539.1	F1NBV0	PRDX6	2.0469682614316
4	75503245	75515033	-	NC_052535.1	Q5ZJU9	RCJMB04_15i13	0.981747956010787
25	1874717	1890856	-	NC_052556.1	A0A1D5P2B9	TPM3	0.555762050785222
5	1880059	1890040	-	NC_052536.1	F1NWZ2	CSRP3	1.20226442583696
34	1390947	1401506	+	NC_052565.1	A0A1D5P7C6	PA2G4	0.834321307106048
3	24948114	25034032	-	NC_052534.1	F1NGU3	LRPPRC	0.550103544321413
1	22475238	22480534	+	NC_052532.1	E1BRT9	NDUFA5	1.32773410743336
4	60491750	60505908	-	NC_052535.1	F1NAM7	BDH2	1.69737491186858
9	14973021	14980512	-	NC_052540.1	A0A1D5NZ30	NCL	0.979740626242734
8	18605990	18630826	-	NC_052539.1	E1BWZ3	NEXN	1.00204884657297
1	62187095	62195467	-	NC_052532.1	R4GG24	AKR1E2	0.631603372321905
9	12322026	12335711	-	NC_052540.1	F1NHH9	BDH1A	0.936603016851711
4	38972627	39044796	+	NC_052535.1	Q5F420	ACSL1	0.993878593446097
2	13974883	14016572	+	NC_052533.1	F1N8N7	ITGB1	0.714862023467718
12	3029728	3030670	-	NC_052543.1	R4GH86	GPX1	0.891707099002857
8	5633321	5643259	+	NC_052539.1	A0A1D5PBV9	GLUL	1.73780081589077
4	19775449	19781587	+	NC_052535.1	F1NUL9	FGB	1.16710818031062
21	1922049	1956082	+	NC_052552.1	Q5ZLB5	RCJMB04_6n13	1.21463124486049
26	825126	830772	+	NC_052557.1	F1NUT9	TNNI1	1.84974180915296
17	2117727	2125088	+	NC_052548.1	F1NN49	ALAD	1.25506628577031
2	32086443	32098983	-	NC_052533.1	Q5ZME1	HNRNPA2B1	0.938521977966228
17	9002798	9031107	+	NC_052548.1	F1NKF3	GSN	1.23721290158324
13	14814217	14819073	+	NC_052544.1	F1NEF7	LECT2	1.5197697004055
1	77297717	77303451	-	NC_052532.1	F1N833	PHB2	0.760910074978476
12	9316696	9343433	-	NC_052543.1	E1C0F3	RAB7A	0.889883864059502
4	19787764	19794260	-	NC_052535.1	F1P4V1	FGA	1.77736969546697
3	96619929	96635991	-	NC_052534.1	F1NK96	PDIA6	1.02591435818453
Z	9725129	9757024	+	NC_052572.1	E1C2S1	TLN1	0.836886709137573
1	73788131	73808226	+	NC_052532.1	Q5ZI00	NDUFA9	0.40842386276111
3	45077933	45099056	+	NC_052534.1	F1NWX6	PLG	2.16770410589731
2	114787555	114804195	+	NC_052533.1	A0A1D5PNX0	ADHFE1	1.15050599455345
3	45320406	45327186	+	NC_052534.1	F1NT19	SOD2	2.56120563967107
22	3317102	3318023	-	NC_052553.1	A0A1D5PUI6	LOC107049545	1.80486388818912
1	11389958	11450333	-	NC_052532.1	F1NER9	CD36	2.64105701299427
Z	9637551	9638665	+	NC_052572.1	R4GGS3	HINT1	2.91966709096315
1	48217678	48218420	-	NC_052532.1	F1NME1	HIST1H111R	1.83465984018391
5	12712434	12741631	+	NC_052536.1	Q5ZI86	RCJMB04_29e19	1.44396130668803
28	3471453	3473864	+	NC_052559.1	A0A1D5NW93	ATP5D	1.89185955007452
19	5340298	5354322	+	NC_052550.1	Q5ZJ12	RCJMB04_21m21	0.770312005776482
2	32740808	32823045	-	NC_052533.1	Q5ZLI9	HIBADH	1.31690836226495
6	11333214	11339705	+	NC_052537.1	Q5F3D2	HNRNPH3	1.21090789103445
2	23216164	23298382	+	NC_052533.1	A0A1D5PAD0	LOC420562	1.96285801161183
7	6586514	6627361	-	NC_052538.1	Q5ZIQ5	RCJMB04_24e8	0.772680578188177
5	58557919	58562086	+	NC_052536.1	Q90ZK7	FKBP25	1.49661852612746
1	104102582	104113789	-	NC_052532.1	A0A1D5PZJ4	CCT8	0.870072730526778
15	9441618	9444277	+	NC_052546.1	F1NB66	RPLP0	0.527499710980233
Z	9760137	9771212	+	NC_052572.1	Q05705	BRT-2	1.57358021713262
9	15834244	15840776	+	NC_052540.1	E1BZE1	AHSG	1.63096425774956
5	493280	495223	-	NC_052536.1	A0A1D5PE41	NDUFS8	1.30216694398659
21	4542131	4549809	-	NC_052552.1	A0A1D5PXI1	ALDH4A1	0.862095857156535
26	3274746	3296607	+	NC_052557.1	F1NSA8	RAP1A	1.00822057672166
5	43990192	44031863	-	NC_052536.1	E1C1G8	FBLN5	1.56074998861247
2	85599834	85649727	+	NC_052533.1	E1BQN0	NDUFS6	1.04285088750871
34	1416001	1419928	+	NC_052565.1	A0A1L1RLN6	MYL6	0.747021905265759
25	2435508	2446412	+	NC_052556.1	A0A1D5PDK5	IGSF9	1.76107468811173
5	51053825	51079359	+	NC_052536.1	F1NVD4	ADSSL1	2.27451544162451
2	4363520	4385872	-	NC_052533.1	Q5ZHR4	GARS	0.622618783521882
2	57542824	57553045	-	NC_052533.1	A0A1D5PFY7	ALDH5A1	0.802498895033666
12	9950056	10051933	+	NC_052543.1	E1C4D9	CHCHD6	1.45583150034334
6	5837963	5857225	-	NC_052537.1	Q5ZLG6	RCJMB04_6f1	0.967782519677091
2	54073523	54085129	-	NC_052533.1	Q5ZK20	RCJMB04_13l7	0.552925552316768
3	15974421	16091855	+	NC_052534.1	Q000J5	NCX1	1.14463405808793
3	88057519	88068358	+	NC_052534.1	Q9W6J2	GSTA4	1.44543978089753
19	9191436	9195364	+	NC_052550.1	F1NQW8	SRSF1	1.17309539455072
4	90511318	90518453	+	NC_052535.1	A0A1D5P9I3	IDH3B	1.3775618675726
22	2906090	2915281	-	NC_052553.1	A0A1L1RR38	VDAC3	1.12950691737941
1	106664988	106671528	+	NC_052532.1	Q4JK63	NA	1.36214148944911
1	45360190	45367668	-	NC_052532.1	F1NW95	NDUFA12	1.07977517762256
2	127876663	127882350	-	NC_052533.1	A0A1D5PN05	COX6C	2.18328843098863
5	45579519	45585864	+	NC_052536.1	Q5ZK23	GLRX5	1.07646521696953
14	6143496	6145209	+	NC_052545.1	E1C6C9	NDUFB10	1.01339271327419
28	3521279	3526666	+	NC_052559.1	Q5ZLU8	RBM3	0.987794655016933
4	1995971	1997184	+	NC_052535.1	F1NIC5	TIMM8A	0.972747223697985
2	43356443	43378265	+	NC_052533.1	O42486	Bcat	0.934688004454624
2	64090524	64111343	+	NC_052533.1	F1P4H4	TXNDC5	0.888973649643625
3	12149019	12180902	-	NC_052534.1	F1NGM2	COQ8A	1.53069579463983
3	10149684	10162957	-	NC_052534.1	A0A1D5PE33	RAB1B	0.979740603337189
4	57716798	57833326	+	NC_052535.1	Q5F3G1	RCJMB04_18a15	1.19857901731526
8	3999754	4009111	-	NC_052539.1	F1N8J8	CRIP2	0.801678062674679
KZ626834.1	152063	158251	NA	ENSGALG00000029383	A0A1D5PNK3	SLC25A11	0.804966444370396
10	19264398	19284430	-	NC_052541.1	E1C2A1	ANP32A	0.742449068359575
2	89340083	89343479	+	NC_052533.1	Q6IEC5	ISG12(2)	1.03117727485609
1	35628069	35640037	+	NC_052532.1	Q5F424	CCT2	0.919508098475603
5	978620	994319	+	NC_052536.1	A0A1D5P5B2	IVD	1.08309528774557
20	1837256	1863273	+	NC_052551.1	A0A1D5PPA8	AHCY	1.14112531996685
18	10564609	10573447	-	NC_052549.1	F1P3P3	ARHGDIA	0.753162842129631
27	4911097	4925649	-	NC_052558.1	Q90885	NA	0.98074375195117
13	12661488	12663479	-	NC_052544.1	F1NPJ8	GPX3	0.944302440107117
1	179478720	179514342	+	NC_052532.1	F1NQD9	RDX	0.875431608168705
8	21287309	21288782	+	NC_052539.1	F1NHW5	UQCRHL	1.45136879172637
1	168205188	168214676	-	NC_052532.1	E1BXC2	ESD	1.03859073999409
17	5464473	5466005	+	NC_052548.1	Q8JIG5	ogchi	1.88027866958021
20	11404219	11416086	-	NC_052551.1	F1NSZ4	NPEPL1	0.653297673758033
23	1917696	1918415	+	NC_052554.1	A0A1D5PBD2	ATPIF1	1.99118273047536
7	4440758	4490962	-	NC_052538.1	F1NJT4	FN1	1.58814038323295
13	13885293	13913023	-	NC_052544.1	F1NIB4	HNRNPAB	1.20226443464315
3	51794536	51831126	-	NC_052534.1	Q9YGW6	EZR	1.07206772461012
28	1246121	1258978	-	NC_052559.1	Q5F3R8	RAB11B	1.31152862248073
6	7353498	7796060	+	NC_052537.1	F1N9R1	CTNNA3	1.06768820465969
17	9312441	9314459	-	NC_052548.1	A0A1D5P3K4	NDUFA8	1.97696963558409
17	8490588	8496785	-	NC_052548.1	Q5ZJ49	PMPCA	1.08531438421594
15	8348318	8381022	+	NC_052546.1	A0A1D5PG75	GGT5	0.716326643723261
3	68404574	68501445	+	NC_052534.1	F1NUS2	PREP	1.43512223613671
5	11435149	11464036	+	NC_052536.1	F1NGB1	NUCB2	0.693958233240004
12	11917597	11970847	+	NC_052543.1	E1C9H8	PRKAR2A	0.908285147890766
2	49847187	49875279	+	NC_052533.1	A0A1D5P1T0	RALA	1.2296394296528
1	49457051	49458626	+	NC_052532.1	A0A1D5P4B1	NDUFA6	2.7996974894071
23	5699115	5700184	+	NC_052554.1	E1C5D2	NDUFS5	1.20719597375619
28	2975634	2978606	-	NC_052559.1	A0A1D5P6V5	PLIN4	1.13762729318376
13	15589393	15650724	+	NC_052544.1	E1BYN7	VDAC1	1.1168632342942
3	2874649	2997309	-	NC_052534.1	A0A1D5PJY1	SPTBN1	1.3345453324138
12	8903439	8913658	-	NC_052543.1	F1NGS7	ARF4	0.720001381861122
3	68549142	68575797	+	NC_052534.1	A0A1D5P4H1	BVES	1.26538367334254
25	2074652	2086546	NA	ENSGALG00000039205	A0A1D5P2D9	LOC101751456	1.46629792019072
Z	57832714	57894028	-	NC_052572.1	F1NB94	CAST	0.79108331550852
30	901099	904843	NA	ENSGALG00000038714	A0A1D5P384	NDUFB7	1.58003486161266
34	2425924	2434030	-	NC_052565.1	A0A1D5PGQ9	DCTN2	0.826672194425082
26	1305252	1307962	+	NC_052557.1	A0A1D5P470	LOC107050492	1.10436112317806
8	11638980	11651985	+	NC_052539.1	Q98UJ6	NA	0.881725373901895
2	100489441	100495327	-	NC_052533.1	A0A1D5PNS5	MYL12B	1.26927450205954
1	77707171	77722965	-	NC_052532.1	A0A1L1RJW7	GSTK1	0.792704108956736
23	5685589	5692394	-	NC_052554.1	F1NJ73	AK2	1.45881424948351
14	13406338	13408461	+	NC_052545.1	E1BT94	NDUFB6	1.43806256081935
28	3899411	3900653	-	NC_052559.1	A0A1D5P179	NDUFA13	1.71659035476721
2	40198057	40262902	+	NC_052533.1	F1P0W8	GPD1L	0.979740619061278
13	13179177	13196139	+	NC_052544.1	Q6WNG8	HNRNPH2	0.767950696527861
4	16517730	16519806	-	NC_052535.1	F1NJ10	SLC25A5	0.948175864745846
8	7469616	7521103	+	NC_052539.1	F1NI05	LAMC1	0.612507076148912
24	4449754	4452924	-	NC_052555.1	F1NIL3	ATP5L	0.730391247019164
4	75524145	75533040	+	NC_052535.1	Q5ZKQ2	QDPR	1.65449962135787
7	240981	278029	+	NC_052538.1	A0A1D5PGW6	HIBCH	1.01650871732468
5	27732339	27814071	+	NC_052536.1	A0A1D5PF13	ACTN1	1.09647820135765
22	2363191	2367422	+	NC_052553.1	E1C516	PROSC	1.61270732671985
20	10164521	10172602	+	NC_052551.1	Q90ZG0	FKBP12	0.879022512039848
4	21373115	21390603	+	NC_052535.1	A0A1L1RS76	ETFDH	2.0722609605635
28	3611681	3614752	+	NC_052559.1	F1NYM3	NDUFS7	0.749318864654155
28	3108153	3119198	+	NC_052559.1	A0A1D5PGH1	BSG	1.37897233416798
7	27999686	28003123	-	NC_052538.1	F1NF81	DBI	0.943336562266616
2	18032921	18280727	+	NC_052533.1	A0A1D5PQK7	NEBL	0.916689419716704
26	5205024	5215993	+	NC_052557.1	A0A1D5PAN0	PRELP	1.2679762215252
1	69173538	69191714	+	NC_052532.1	E1C8A2	SAMM50	0.438755143662205
8	28353392	28371487	-	NC_052539.1	F1NYE5	SERBP1	0.71194172350095
5	15378087	15382920	-	NC_052536.1	A0A1D5PMT8	RPLP2	1.01963431360825
Z	44819604	44933500	-	NC_052572.1	E1BTQ9	AUH	2.24445608651173
2	60241331	60248763	+	NC_052533.1	R9PXP3	SIRT5	1.41326050894914
11	9498472	9502052	+	NC_052542.1	E1BXI3	PDCD5	0.814912756273611
19	4720155	4738738	+	NC_052550.1	F1NMY1	YWHAG	0.740931012884725
20	2993552	3001534	+	NC_052551.1	F1NLE4	GSS	1.8630401868213
14	8829045	8842941	-	NC_052545.1	Q6LC82	cRac1A	0.919508086335593
6	26468714	26498414	-	NC_052537.1	F1P0A1	XPNPEP1	1.03540702869257
KZ626838.1	163366	201924	-	NW_024095997.1	A0A1D5PFB7	MYO7L2	2.11078718904735
3	56448020	56452175	-	NC_052534.1	A0A1I7Q419	RPS12	1.38462870759855
2	25916122	25919851	-	NC_052533.1	R4GGZ2	NDUFA4	0.719264930351276
4	85830875	85846375	+	NC_052535.1	Q5ZL83	SUCLG1	0.528039808884923
9	15023311	15031620	+	NC_052540.1	A0A1D5PPP9	PTMA	0.587339065871239
3	15278752	15281087	+	NC_052534.1	R4GLT1	CST3	1.19490487079107
3	15242588	15253936	-	NC_052534.1	Z4YJB8	DSTN	1.0753641506343
5	18393987	18436345	+	NC_052536.1	Q5F3G9	RCJMB04_17g4	1.11230073147419
2	11405486	11430742	-	NC_052533.1	E1C9F5	PITRM1	1.44100890057302
3	15033043	15039689	+	NC_052534.1	Q9I8D6	tcp-1	0.940444850052788
Z	45514110	45518130	+	NC_052572.1	Q9I882	chPKCI	2.51703288008486
3	40135502	40147511	-	NC_052534.1	F1NDH2	AGT	0.864746646952777
19	6128489	6133422	-	NC_052550.1	O12945	NA	1.00822058345652
21	298629	302394	-	NC_052552.1	F1P4I3	VAMP3	1.04178422636164
18	10573606	10578378	-	NC_052549.1	E1C2L5	ALYREF	1.33045443934979
3	330150	382941	-	NC_052534.1	A0A1D5P380	EFEMP1	0.960874494067318
23	3605946	3610419	+	NC_052554.1	A0A1L1RQ04	STMN1	1.65280730714515
15	8827913	8836248	-	NC_052546.1	Q5ZKJ2	YWHAH	0.518932788948151
1	48028315	48036688	+	NC_052532.1	F1NLT8	ARHGDIB	0.767165180898223
6	23955888	23969142	-	NC_052537.1	Q5ZM58	ACTR1A	0.903649477509807
24	6265802	6267446	-	NC_052555.1	A0A1D5P8K2	HSPB2	1.3931568037171
26	4750804	4758703	+	NC_052557.1	F1NNK5	APOBEC2	0.809924338804473
9	15618723	15620060	+	NC_052540.1	R4GM85	HSPB7L	0.952065154411198
7	11011794	11015525	+	NC_052538.1	E1C4U7	NDUFB3	1.1912420026264
25	2957264	2958693	+	NC_052556.1	R4GME1	PFDN2	1.14229370994302
1	51551871	51559047	+	NC_052532.1	F1NDP5	TST	0.975738259611674
34	1550827	1561160	-	NC_052565.1	A0A1D5PMH5	NACA	0.774263682060091
26	1620495	1626445	+	NC_052557.1	E1C8Y9	SRSF3	1.06550515967571
25	1042667	1048396	-	NC_052556.1	A0A1D5PAE4	HDGF	1.35796598317048
3	34357122	34370597	+	NC_052534.1	F1NSP8	HNRNPU	1.33454534648069
13	16753009	16770121	+	NC_052544.1	A0A1D5PPF8	HSPA4	0.977737397858961
1	79767	83188	+	NC_052532.1	A0A1D5PE45	DHRS4	1.06441530598025
6	5889973	5895336	-	NC_052537.1	F1NG46	TFAM	1.5623480089884
11	917035	938856	+	NC_052542.1	F1NLL4	NUTF2	0.88443651934513
4	45986883	45995788	+	NC_052535.1	Q5ZIH1	HNRNPD	1.57197068396616
8	27548500	27567569	+	NC_052539.1	Q2UZR2	NA	0.989818470511843
5	48939853	48982545	+	NC_052536.1	F1NKL4	DYNC1H1	1.13182108580163
1	77207997	77223399	+	NC_052532.1	E1C8W4	USP5	0.548417259115124
3	104350264	104353650	-	NC_052534.1	A0A1D5PVE1	TRIM54	1.12719744848369
4	64253806	64288846	-	NC_052535.1	R9PXP8	PAICS	0.890795019690727
Z	66729196	66741816	+	NC_052572.1	E1C7S2	HSDL2	0.833467927162876
20	428287	432906	-	NC_052551.1	Q5ZJ59	RCJMB04_20j14	0.995914893224317
1	194303527	194307071	NA	ENSGALG00000029172	A0A1D5NUY6	NDUFC2	1.07867072314339
4	19809239	19858767	+	NC_052535.1	F1P4U8	LOC100857197	0.731887684130835
2	4724127	4732169	-	NC_052533.1	F1NB64	ACAA1	0.9501185058247
8	5469232	5478614	+	NC_052539.1	E1C297	MGST3	0.912944638384351
Z	22975367	22991332	-	NC_052572.1	E1BSH9	BHMT2	0.767165196762095
20	8277589	8281086	-	NC_052551.1	E1BSJ2	RPS21	1.30884703146132
1	1600086	1614891	+	NC_052532.1	F1NCZ2	GDI1	0.874536178405919
2	99697699	99837688	+	NC_052533.1	A0A1D5PTP6	EPB41L3	1.41037090937435
11	19513596	19525928	+	NC_052542.1	Q5ZKP8	RCJMB04_9m1	1.24993920021084
17	6094407	6110528	-	NC_052548.1	A0A1D5Q004	CRAT	0.389244267153133
1	61857095	61900694	+	NC_052532.1	E1BXS1	BCL2L13	0.561478754370509
Z	71362820	71383229	-	NC_052572.1	Q91006	NA	1.5197696843758
19	7125852	7129449	+	NC_052550.1	F1NK54	TAX1BP3	1.34139153276542
Z	40684072	40702560	-	NC_052572.1	A0A1D5PXG0	HNRNPK	1.23468325581153
Z	55400518	55410203	+	NC_052572.1	R4GJL1	NIPSNAP3A	2.21479395604332
7	2795396	2813128	NA	ENSGALG00000002907	F1NZG0	NA	0.537856810653152
15	6275959	6280032	-	NC_052546.1	F1NRM8	ERP29	0.950118522939112
6	18179257	18182145	+	NC_052537.1	Q5ZJW2	NDUFB8	0.988806036354028
15	9301678	9302947	-	NC_052546.1	A0A1L1RSG1	COX6A1	0.816582362568945
